jg_rod,CHAVE_1,CHAVE_2,arbitro_principal,arbitro_principal_quadro_fifa,aux1_quadro_fifa,aux2_quadro_fifa,auxiliares,cidade,clubem,clubev,estado_m,estado_v,clássico,data,estadio,hora,id_clubem,id_clubev,id_periodo,ingresso,ingresso_vendido,observacoes,pagante,placarm_tn,placarv_tn,quarto_arbitro,quarto_arbitro_quadro_fifa,renda_bruta,renda_liq,renda_liq_sort,valor_renda_liq,ano,rodada,vitoria_m,empate_m,derrota_m,vitoria_v,empate_v,derrota_v,mandante_posicao_final_rodada,Visitante_posicao_final_rodada,CHAVE_1A,CHAVE_2B,mandante_posicao_inicio_rodada,Visitante_posicao_inicio_rodada,man_gf_ini_rod,vis_gf_ini_rod,man_gt_ini_rod,vis_gt_ini_rod,man_saldo_ini_rod,vis_saldo_ini_rod,man_mean_gf_ini_r,vis_mean_gf_ini_r,man_mean_gt_ini_r,vis_mean_gt_ini_r,man_mean_saldo_ini_r,vis_mean_saldo_ini_r,gs_partida,jg_fds,resultado_time_mandante,fator_resultado
9,201335Náutico-PE,201335Bahia-BA,Elmo Alves Resende Cunha-GO,N,N,N,Jesmar Benedito Miranda de Paula-GO_e_Bruno Pires-GO,São Lourenço da Mata,Náutico-PE,Bahia-BA,PE,BA,0,17/11,Arena Pernambuco,19h30,14,5,5,16400,11.4,,1867,0,1,Sebastião Rufino Ribeiro Filho-PE,N,50385,28344.49,28344.49,28344.49,2013,35,0,0,1,1,0,0,20,16,201334Náutico-PE,201334Bahia-BA,20,17,20,32,70,42,-50,-10,0.5882352941,0.9411764706,2.0588235294,1.2352941176,-1.4705882353,-0.2941176471,1,1,derrota,-1
0,201336Vasco-RJ,201336Cruzeiro-MG,Marcos André Gomes-ES,N,N,N,Fabiano da Silva Ramires-ES_e_Vanderson Zanotti-ES,Rio de Janeiro,Vasco-RJ,Cruzeiro-MG,RJ,MG,0,23/11,Maracanã,19h30,20,8,5,47622,69.3,,32988,2,1,Bruno Arleu de Araújo-RJ,N,667340,41170.37,41170.37,41170.37,2013,36,1,0,0,0,0,1,18,1,201335Vasco-RJ,201335Cruzeiro-MG,18,1,45,74,55,32,-10,42,1.2857142857,2.1142857143,1.5714285714,0.9142857143,-0.2857142857,1.2,3,1,Vitoria,1
1,201336Criciúma-SC,201336Vitória-BA,Wilson Luiz Seneme-SP,S,N,N,Vicente Romano Neto-SP_e_Bruno Salgado Rizo-SP,Criciúma,Criciúma-SC,Vitória-BA,SC,BA,0,23/11,Heriberto Hulse,19h30,31,40,5,9824,100,,9824,1,1,Carlos Eduardo Vieira Areas-SC,N,124880,87368.77,87368.77,87368.77,2013,36,0,1,0,0,1,0,16,8,201335Criciúma-SC,201335Vitória-BA,15,8,47,52,59,48,-12,4,1.3428571429,1.4857142857,1.6857142857,1.3714285714,-0.3428571429,0.1142857143,2,1,empate,0
2,201336Atlético Mineiro-MG,201336Goiás-GO,Luiz Flávio de Oliveira-SP,N,S,N,Marcelo Carvalho Van Gasse-SP_e_Herman Brumel Vani-SP,Belo Horizonte,Atlético Mineiro-MG,Goiás-GO,MG,GO,0,23/11,Independência,21h00,4,32,5,13420,75.5,,10128,4,1,Igor Junio Benevenuto-MG,N,216080,58522.86,58522.86,58522.86,2013,36,1,0,0,0,0,1,5,5,201335Atlético Mineiro-MG,201335Goiás-GO,6,2,41,47,33,36,8,11,1.1714285714,1.3428571429,0.9428571429,1.0285714286,0.2285714286,0.3142857143,5,1,Vitoria,1
3,201336Flamengo-RJ,201336Corinthians-SP,Fabrício Neves Correa-RS,N,N,N,José Eduardo Calza-RS_e_Luís Cláudio Rodrigues da Costa-AM,Rio de Janeiro,Flamengo-RJ,Corinthians-SP,RJ,SP,0,24/11,Maracanã,17h00,10,2,5,33031,70.5,,23284,1,0,Philip Georg Bennett-RJ,N,1014390,276693.83,276693.83,276693.83,2013,36,1,0,0,0,0,1,11,9,201335Flamengo-RJ,201335Corinthians-SP,12,9,39,27,41,20,-2,7,1.1142857143,0.7714285714,1.1714285714,0.5714285714,-0.0571428571,0.2,1,1,Vitoria,1
4,201336Ponte Preta-SP,201336Grêmio-RS,Dewson Fernando Freitas da Silva-PA,N,N,N,Lúcio I. R. da Silva de Mattos-PA_e_Hélcio Araújo Neves-PA,Campinas,Ponte Preta-SP,Grêmio-RS,SP,RS,0,24/11,Moisés Lucarelli,17h00,15,12,5,5082,80.9,,4111,1,1,Rodrigo Guarizo Ferreira do Amaral-SP,N,37002,-25456.95,-25456.95,-25456.95,2013,36,0,1,0,0,1,0,19,4,201335Ponte Preta-SP,201335Grêmio-RS,19,5,36,40,52,34,-16,6,1.0285714286,1.1428571429,1.4857142857,0.9714285714,-0.4571428571,0.1714285714,2,1,empate,0
5,201336Santos-SP,201336Fluminense-RJ,Francisco Carlos Nascimento-AL,S,N,N,Marrubson Melo Freitas-DF_e_Esdras Mariano de Lima-AL,Presidente Prudente,Santos-SP,Fluminense-RJ,SP,RJ,0,24/11,Prudentão,17h00,17,11,5,11854,36.9,,4369,1,0,Robério Pereira Pires-SP,N,115280,56714.06,56714.06,56714.06,2013,36,1,0,0,0,0,1,7,15,201335Santos-SP,201335Fluminense-RJ,7,14,45,39,37,43,8,-4,1.2857142857,1.1142857143,1.0571428571,1.2285714286,0.2285714286,-0.1142857143,1,1,Vitoria,1
6,201336Atlético Paranaense-PR,201336Náutico-PE,Arilson Bispo da Anunciação-BA,N,N,N,Luiz Carlos Silva Teixeira-BA_e_Eberval Lodetti-SC,Joinville,Atlético Paranaense-PR,Náutico-PE,PR,PE,0,24/11,Arena Joinville,17h00,25,14,5,2472,100,,2472,6,1,Rafael Traci-PR,N,27905,-73768.51,-73768.51,-73768.51,2013,36,1,0,0,0,0,1,2,20,201335Atlético Paranaense-PR,201335Náutico-PE,4,20,53,20,45,71,8,-51,1.5142857143,0.5714285714,1.2857142857,2.0285714286,0.2285714286,-1.4571428571,7,1,Vitoria,1
7,201336Bahia-BA,201336Portuguesa-SP,Ricardo Marques Ribeiro-MG,S,S,N,Janette Mara Arcanjo-MG_e_Rafael da Silva Alves-RS,Salvador,Bahia-BA,Portuguesa-SP,BA,SP,0,24/11,Arena Fonte Nova,19h30,5,16,5,32176,96.4,,31025,1,0,Lúcio José Silva de Araújo-BA,N,447232.5,84121.87,84121.87,84121.87,2013,36,1,0,0,0,0,1,14,13,201335Bahia-BA,201335Portuguesa-SP,16,12,33,48,42,45,-9,3,0.9428571429,1.3714285714,1.2,1.2857142857,-0.2571428571,0.0857142857,1,1,Vitoria,1
8,201336São Paulo-SP,201336Botafogo-RJ,Paulo Henrique Godoy Bezerra-SC,N,S,N,Fábio Pereira-TO_e_Nadine Schramm Camara Bastos-SC,São Paulo,São Paulo-SP,Botafogo-RJ,SP,RJ,0,24/11,Morumbi,19h30,18,6,5,17237,73.6,,12692,1,1,Leandro Bizzio Marinho-SP,N,144352,52502.79,52502.79,52502.79,2013,36,0,1,0,0,1,0,10,3,201335São Paulo-SP,201335Botafogo-RJ,10,3,38,50,37,38,1,12,1.0857142857,1.4285714286,1.0571428571,1.0857142857,0.0285714286,0.3428571429,2,1,empate,0
9,201336Internacional-RS,201336Coritiba-PR,Emerson de Almeida Ferreira-MG,N,N,N,Arnaldo Rodrigues de Souza-CE_e_Albino Andrade Albert Júnior-PE,Caxias do Sul,Internacional-RS,Coritiba-PR,RS,PR,0,24/11,Centenário,19h30,13,7,5,11195,100,,11195,0,0,Luís Teixeira Rocha-RS,N,133640,65963.26,65963.26,65963.26,2013,36,0,1,0,0,1,0,12,16,201335Internacional-RS,201335Coritiba-PR,11,16,51,39,52,44,-1,-5,1.4571428571,1.1142857143,1.4857142857,1.2571428571,-0.0285714286,-0.1428571429,0,1,empate,0
0,201337Fluminense-RJ,201337Atlético Mineiro-MG,Marcos André Gomes-ES,N,S,N,Fabrício Vilarinho da Silva-GO_e_Cristhian Passos Sorence-GO,Rio de Janeiro,Fluminense-RJ,Atlético Mineiro-MG,RJ,MG,0,30/11,Maracanã,19h30,11,4,5,45793,84.7,,38779,2,2,Antônio Frederico de Carvalho Schneider-RJ,N,459330,147772.05,147772.05,147772.05,2013,37,0,1,0,0,1,0,17,5,201336Fluminense-RJ,201336Atlético Mineiro-MG,15,5,39,45,44,34,-5,11,1.0833333333,1.25,1.2222222222,0.9444444444,-0.1388888889,0.3055555556,4,1,empate,0
1,201337Corinthians-SP,201337Internacional-RS,Felipe Gomes da Silva-RJ,N,N,N,Bruno Boschilla-PR_e_Fernanda Colombo Uliana-SC,São Paulo,Corinthians-SP,Internacional-RS,SP,RS,0,30/11,Pacaembu,21h00,2,13,5,33304,99.7,,33201,0,0,Leandro Bizzio Marinho-SP,N,1149973.5,777824.89,777824.89,777824.89,2013,37,0,1,0,0,1,0,9,14,201336Corinthians-SP,201336Internacional-RS,9,12,27,51,21,52,6,-1,0.75,1.4166666667,0.5833333333,1.4444444444,0.1666666667,-0.0277777778,0,1,empate,0
2,201337Criciúma-SC,201337São Paulo-SP,Francisco Carlos Nascimento-AL,S,S,S,Márcio Eustáquio Santiago-MG_e_Katiúscia Mayer Berger-ES,Criciúma,Criciúma-SC,São Paulo-SP,SC,SP,0,01/12,Heriberto Hulse,17h00,31,18,5,18081,100,,18081,1,0,Ronan Marques da Rosa-SC,N,283890,224221.15,224221.15,224221.15,2013,37,1,0,0,0,0,1,16,9,201336Criciúma-SC,201336São Paulo-SP,16,10,48,39,60,38,-12,1,1.3333333333,1.0833333333,1.6666666667,1.0555555556,-0.3333333333,0.0277777778,1,1,Vitoria,1
3,201337Ponte Preta-SP,201337Portuguesa-SP,Márcio Chagas da Silva-RS,N,N,N,Anderson José de Moraes Coelho-SP_e_Danilo Ricardo Simon Manis-SP,Campinas,Ponte Preta-SP,Portuguesa-SP,SP,SP,1,01/12,Moisés Lucarelli,17h00,15,16,5,3731,64.1,,2390,0,2,Marcelo Prieto Alfieri-SP,N,18693,-42770.36,-42770.36,-42770.36,2013,37,0,0,1,1,0,0,19,11,201336Ponte Preta-SP,201336Portuguesa-SP,19,13,37,48,53,46,-16,2,1.0277777778,1.3333333333,1.4722222222,1.2777777778,-0.4444444444,0.0555555556,2,1,derrota,-1
4,201337Coritiba-PR,201337Botafogo-RJ,Ricardo Marques Ribeiro-MG,S,S,N,Janette Mara Arcanjo-MG_e_Pablo Almeida Costa-MG,Curitiba,Coritiba-PR,Botafogo-RJ,PR,RJ,0,01/12,Couto Pereira,17h00,7,6,5,17169,100,,17169,2,1,Marcos Mateus Pereira-MS,N,327874,35793.86,35793.86,35793.86,2013,37,1,0,0,0,0,1,15,3,201336Coritiba-PR,201336Botafogo-RJ,16,3,39,51,44,39,-5,12,1.0833333333,1.4166666667,1.2222222222,1.0833333333,-0.1388888889,0.3333333333,3,1,Vitoria,1
5,201337Vitória-BA,201337Flamengo-RJ,Paulo César Oliveira-SP,S,N,N,Carlos Berkenbrock-SC_e_Rogério Pablos Zanardo-SP,Salvador,Vitória-BA,Flamengo-RJ,BA,RJ,0,01/12,Manoel Barradas (Barradão),17h00,40,10,5,25750,97.7,,25148,4,2,Marielson Alves Silva-BA,N,372651,195729.91,195729.91,195729.91,2013,37,1,0,0,0,0,1,7,11,201336Vitória-BA,201336Flamengo-RJ,8,11,53,40,49,41,4,-1,1.4722222222,1.1111111111,1.3611111111,1.1388888889,0.1111111111,-0.0277777778,6,1,Vitoria,1
6,201337Vasco-RJ,201337Náutico-PE,Anderson Daronco-RS,N,S,N,Altemir Hausmann-RS_e_Rafael da Silva Alves-RS,Rio de Janeiro,Vasco-RJ,Náutico-PE,RJ,PE,0,01/12,Maracanã,17h00,20,14,5,53976,89.1,,48077,2,0,Rodrigo Carvalhães de Miranda-RJ,N,1174540,244801.77,244801.77,244801.77,2013,37,1,0,0,0,0,1,17,20,201336Vasco-RJ,201336Náutico-PE,18,20,47,21,56,77,-9,-56,1.3055555556,0.5833333333,1.5555555556,2.1388888889,-0.25,-1.5555555556,2,1,Vitoria,1
7,201337Cruzeiro-MG,201337Bahia-BA,André Luiz de Freitas Castro-GO,N,N,N,Márcia B. Lopes Caetano-RO_e_Fabiano da Silva Ramires-ES,Belo Horizonte,Cruzeiro-MG,Bahia-BA,MG,BA,0,01/12,Mineirão,17h00,8,5,5,48097,99.8,,47999,1,2,Wanderson Alves de Souza-MG,N,2424495,57271.33,57271.33,57271.33,2013,37,0,0,1,1,0,0,1,13,201336Cruzeiro-MG,201336Bahia-BA,1,14,75,34,34,42,41,-8,2.0833333333,0.9444444444,0.9444444444,1.1666666667,1.1388888889,-0.2222222222,3,1,derrota,-1
8,201337Santos-SP,201337Atlético Paranaense-PR,Wagner Reway-MT,N,N,N,Marrubson Melo Freitas-DF_e_Cleriston Clay Barreto Rios-SE,São José do Rio Preto,Santos-SP,Atlético Paranaense-PR,SP,PR,0,01/12,Teixeirão,19h30,17,25,5,22548,50.7,,11431,2,1,Flávio Rodrigues de Souza-SP,N,235940,106257.3,106257.3,106257.3,2013,37,1,0,0,0,0,1,7,2,201336Santos-SP,201336Atlético Paranaense-PR,7,2,46,59,37,46,9,13,1.2777777778,1.6388888889,1.0277777778,1.2777777778,0.25,0.3611111111,3,1,Vitoria,1
9,201337Grêmio-RS,201337Goiás-GO,Heber Roberto Lopes-SC,S,S,S,Emerson Augusto de Carvalho-SP_e_Marcelo Carvalho Van Gasse-SP,Porto Alegre,Grêmio-RS,Goiás-GO,RS,GO,0,01/12,Arena do Grêmio,19h30,12,32,5,23910,100,,23910,1,0,Bráulio da Silva Machado-SC,N,948467,778668.52,778668.52,778668.52,2013,37,1,0,0,0,0,1,3,5,201336Grêmio-RS,201336Goiás-GO,4,5,41,48,35,40,6,8,1.1388888889,1.3333333333,0.9722222222,1.1111111111,0.1666666667,0.2222222222,1,1,Vitoria,1
0,201338Flamengo-RJ,201338Cruzeiro-MG,Paulo Henrique Godoy Bezerra-SC,N,S,N,Altemir Hausmann-RS_e_Celso Barbosa de Oliveira-SP,Rio de Janeiro,Flamengo-RJ,Cruzeiro-MG,RJ,MG,0,07/12,Maracanã,19h00,10,8,5,43376,75.2,,32624,1,1,Philip Georg Bennett-RJ,N,1304305,364293.28,364293.28,364293.28,2013,38,0,1,0,0,1,0,12,1,201337Flamengo-RJ,201337Cruzeiro-MG,11,1,42,76,45,36,-3,40,1.1351351351,2.0540540541,1.2162162162,0.972972973,-0.0810810811,1.0810810811,2,1,empate,0
1,201338Náutico-PE,201338Corinthians-SP,Elmo Alves Resende Cunha-GO,N,N,N,Eberval Lodetti-SC_e_Gean Carlos Menezes de Oliveira-RR,São Lourenço da Mata,Náutico-PE,Corinthians-SP,PE,SP,0,07/12,Arena Pernambuco,19h30,14,2,5,19900,41.8,,8328,1,0,Gilberto Freire de Farias-PE,N,260185,217806.54,217806.54,217806.54,2013,38,1,0,0,0,0,1,20,11,201337Náutico-PE,201337Corinthians-SP,20,9,21,27,79,21,-58,6,0.5675675676,0.7297297297,2.1351351351,0.5675675676,-1.5675675676,0.1621621622,1,1,Vitoria,1
2,201338Goiás-GO,201338Santos-SP,Jean Pierre Gonçalves Lima-RS,N,S,N,Kléber Lúcio Gil-SC_e_Carlos Berkenbrock-SC,Goiânia,Goiás-GO,Santos-SP,GO,SP,0,08/12,Serra Dourada,17h00,32,17,5,37928,66.5,,25238,0,3,Roberto Giovanny-GO,N,354655,219610.83,219610.83,219610.83,2013,38,0,0,1,1,0,0,8,5,201337Goiás-GO,201337Santos-SP,5,7,48,48,41,38,7,10,1.2972972973,1.2972972973,1.1081081081,1.027027027,0.1891891892,0.2702702703,3,1,derrota,-1
3,201338Internacional-RS,201338Ponte Preta-SP,Alício Pena Júnior-MG,N,S,N,Rodrigo Pereira Joia-RJ_e_Edílson Frasão Pereira-TO,Caxias do Sul,Internacional-RS,Ponte Preta-SP,RS,SP,0,08/12,Centenário,17h00,13,15,5,12244,100,,12244,0,0,Francisco de Paula dos Santos Silva Neto-RS,N,161190,84065.64,84065.64,84065.64,2013,38,0,1,0,0,1,0,15,19,201337Internacional-RS,201337Ponte Preta-SP,14,19,51,37,52,55,-1,-18,1.3783783784,1,1.4054054054,1.4864864865,-0.027027027,-0.4864864865,0,1,empate,0
4,201338Botafogo-RJ,201338Criciúma-SC,Paulo César Oliveira-SP,S,S,N,Altemir Hausmann-RS_e_Pablo Almeida Costa-MG,Rio de Janeiro,Botafogo-RJ,Criciúma-SC,RJ,SC,0,08/12,Maracanã,17h00,6,31,5,31759,89.2,,28340,3,0,Raphael Claus-SP,N,522105,55988.01,55988.01,55988.01,2013,38,1,0,0,0,0,1,3,17,201337Botafogo-RJ,201337Criciúma-SC,3,16,52,49,41,60,11,-11,1.4054054054,1.3243243243,1.1081081081,1.6216216216,0.2972972973,-0.2972972973,3,1,Vitoria,1
5,201338Portuguesa-SP,201338Grêmio-RS,Emerson de Almeida Ferreira-MG,N,S,N,Fábio Pereira-TO_e_Marrubson Melo Freitas-DF,São Paulo,Portuguesa-SP,Grêmio-RS,SP,RS,0,08/12,Canindé,17h00,16,12,5,5426,80.8,,4384,0,0,Thiago Duarte Peixoto-SP,N,89260,18829.04,18829.04,18829.04,2013,38,0,1,0,0,1,0,9,4,201337Portuguesa-SP,201337Grêmio-RS,11,3,50,42,46,35,4,7,1.3513513514,1.1351351351,1.2432432432,0.9459459459,0.1081081081,0.1891891892,0,1,empate,0
6,201338Atlético Paranaense-PR,201338Vasco-RJ,Ricardo Marques Ribeiro-MG,S,S,N,Márcio Eustáquio Santiago-MG_e_Guilherme Dias Camilo-MG,Joinville,Atlético Paranaense-PR,Vasco-RJ,PR,RJ,0,08/12,Arena Joinville,17h00,25,20,5,8978,100,,8978,5,1,Paulo Henrique Schleich Vollkoph-MS,N,346340,146153.57,146153.57,146153.57,2013,38,1,0,0,0,0,1,2,18,201337Atlético Paranaense-PR,201337Vasco-RJ,2,17,60,49,48,56,12,-7,1.6216216216,1.3243243243,1.2972972973,1.5135135135,0.3243243243,-0.1891891892,6,1,Vitoria,1
7,201338Bahia-BA,201338Fluminense-RJ,Leandro Pedro Vuaden-RS,S,S,N,Fabrício Vilarinho da Silva-GO_e_Rafael da Silva Alves-RS,Salvador,Bahia-BA,Fluminense-RJ,BA,RJ,0,08/12,Arena Fonte Nova,17h00,5,11,5,40249,100,,40249,1,2,Arilson Bispo da Anunciação-BA,N,732290,335891.04,335891.04,335891.04,2013,38,0,0,1,1,0,0,14,16,201337Bahia-BA,201337Fluminense-RJ,13,17,36,41,43,46,-7,-5,0.972972973,1.1081081081,1.1621621622,1.2432432432,-0.1891891892,-0.1351351351,3,1,derrota,-1
8,201338São Paulo-SP,201338Coritiba-PR,Pablo dos Santos Alves-ES,N,S,N,Alessandro Álvaro Rocha Mattos-BA_e_Fabiano da Silva Ramires-ES,Itú,São Paulo-SP,Coritiba-PR,SP,PR,0,08/12,Novelli Júnior,17h00,18,7,5,9788,94.2,,9220,0,1,André Luiz de Freitas Castro-GO,N,96302,-3344.43,-3344.43,-3344.43,2013,38,0,0,1,1,0,0,9,13,201337São Paulo-SP,201337Coritiba-PR,9,15,39,41,39,45,0,-4,1.0540540541,1.1081081081,1.0540540541,1.2162162162,0,-0.1081081081,1,1,derrota,-1
9,201338Atlético Mineiro-MG,201338Vitória-BA,Heber Roberto Lopes-SC,S,N,N,Rogério Pablos Zanardo-SP_e_Bruno Salgado Rizo-SP,Belo Horizonte,Atlético Mineiro-MG,Vitória-BA,MG,BA,0,08/12,Independência,17h00,4,40,5,22315,100,,22315,2,2,Flávio Henrique Coutinho Teixeira-MG,N,632635,259089.61,259089.61,259089.61,2013,38,0,1,0,0,1,0,6,6,201337Atlético Mineiro-MG,201337Vitória-BA,5,7,47,57,36,51,11,6,1.2702702703,1.5405405405,0.972972973,1.3783783784,0.2972972973,0.1621621622,4,1,empate,0
0,20121Sport-PE,20121Flamengo-RJ,Paulo César Oliveira-SP,S,S,N,Marcelo Carvalho Van Gasse-SP_e_Vicente Romano Neto-SP,Recife,Sport-PE,Flamengo-RJ,PE,RJ,0,19/05,Ilha do Retiro,18h30,19,10,5,30485,87.6,,26699,1,1,Gilberto Rodrigues Castro Júnior-PE,N,726770,534721.43,534721.43,534721.43,2012,1,0,1,0,0,1,0,7,7,20120Sport-PE,20120Flamengo-RJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,empate,0
1,20121Palmeiras-SP,20121Portuguesa-SP,Raphael Claus-SP,N,N,N,Anderson José de Moraes Coelho-SP_e_Fábio Rogério Baesteiro-SP,São Paulo,Palmeiras-SP,Portuguesa-SP,SP,SP,1,19/05,Pacaembu,18h30,1,16,5,10826,82.6,,8939,1,1,Flávio Rodrigues de Souza-SP,N,271801,99462.85,99462.85,99462.85,2012,1,0,1,0,0,1,0,7,7,20120Palmeiras-SP,20120Portuguesa-SP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,empate,0
2,20121Figueirense-SC,20121Náutico-PE,Arilson Bispo da Anunciação-BA,N,S,N,Rodrigo Pereira Joia-RJ_e_Adson Márcio Lopes Leal-BA,Florianópolis,Figueirense-SC,Náutico-PE,SC,PE,0,19/05,Orlando Scarpelli,21h00,9,14,5,5185,100,,5185,2,1,Luiz Carlos Pereira-SC,N,54075,25181.03,25181.03,25181.03,2012,1,1,0,0,0,0,1,3,15,20120Figueirense-SC,20120Náutico-PE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,Vitoria,1
3,20121Botafogo-RJ,20121São Paulo-SP,Sandro Meira Ricci-PE,S,S,N,Roberto Braatz-PR_e_Jossemmar J. Diniz Moutinho-PE,Rio de Janeiro,Botafogo-RJ,São Paulo-SP,RJ,SP,0,20/05,Engenhão,16h00,6,18,5,5109,94.7,,4836,4,2,Pathrice Wallace Correa Maia-RS,N,215010,64059.37,64059.37,64059.37,2012,1,1,0,0,0,0,1,1,19,20120Botafogo-RJ,20120São Paulo-SP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,Vitoria,1
4,20121Corinthians-SP,20121Fluminense-RJ,Fabrício Neves Correa-RS,N,S,N,Altemir Hausmann-RS_e_José Antônio Chaves Franco Filho-RS,São Paulo,Corinthians-SP,Fluminense-RJ,SP,RJ,0,20/05,Pacaembu,16h00,2,11,5,14913,99.2,,14791,0,1,Vinícius Furlan-SP,N,419729,0,0,0,2012,1,0,0,1,1,0,0,15,3,20120Corinthians-SP,20120Fluminense-RJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,derrota,-1
5,20121Internacional-RS,20121Coritiba-PR,Pablo dos Santos Alves-ES,N,N,N,Fabiano da Silva Ramires-ES_e_José Ricardo Maciel Linhares-ES,Porto Alegre,Internacional-RS,Coritiba-PR,RS,PR,0,20/05,Beira-Rio,16h00,13,7,5,19000,100,,19000,2,0,Márcio C. Brum Coruja-RS,N,285750,192200.28,192200.28,192200.28,2012,1,1,0,0,0,0,1,1,19,20120Internacional-RS,20120Coritiba-PR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,Vitoria,1
6,20121Ponte Preta-SP,20121Atlético Mineiro-MG,Fabrício Carlos Nascimento-AL,S,N,N,Fábio Pereira-TO_e_Carlos Jorge Titara da Rocha-AL,Campinas,Ponte Preta-SP,Atlético Mineiro-MG,SP,MG,0,20/05,Moisés Lucarelli,16h00,15,4,5,5631,87.2,,4911,0,1,José Cláudio Rocha Filho-SP,N,84968,24719.45,24719.45,24719.45,2012,1,0,0,1,1,0,0,15,3,20120Ponte Preta-SP,20120Atlético Mineiro-MG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,derrota,-1
7,20121Cruzeiro-MG,20121Atlético Goianiense-GO,Péricles Bassols Pegado Cortez-RJ,S,S,N,Dibert Pedrosa Moisés-RJ_e_Marco Aurélio Santos Pessanha-RJ,Uberlândia,Cruzeiro-MG,Atlético Goianiense-GO,MG,GO,0,20/05,Parque do Sabiá,18h30,8,3,5,11624,34,,3952,0,0,Flávio Henrique Coutinho Teixeira-MG,N,89775,48014.6,48014.6,48014.6,2012,1,0,1,0,0,1,0,7,7,20120Cruzeiro-MG,20120Atlético Goianiense-GO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,empate,0
8,20121Vasco-RJ,20121Grêmio-RS,Célio Amorim-SC,N,N,N,Nadine Schramm Camara Bastos-SC_e_Kléber Lúcio Gil-SC,Rio de Janeiro,Vasco-RJ,Grêmio-RS,RJ,RS,0,20/05,São Januário,18h30,20,12,5,5644,59.3,,3348,2,1,Eduardo Cordeiro Guimarães-RJ,N,106440,-15143.31,-15143.31,-15143.31,2012,1,1,0,0,0,0,1,3,15,20120Vasco-RJ,20120Grêmio-RS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,Vitoria,1
9,20121Bahia-BA,20121Santos-SP,Evandro Rogério Roman-PR,S,N,N,Bruno Boschilla-PR_e_José Carlos Dias Passos-PR,Salvador,Bahia-BA,Santos-SP,BA,SP,0,20/05,Pituaçu,18h30,5,17,5,16091,55.4,,8908,0,0,Manoel Nunes Lopo Garrido-BA,N,154875,61213.06,61213.06,61213.06,2012,1,0,1,0,0,1,0,7,7,20120Bahia-BA,20120Santos-SP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,empate,0
0,20122Atlético Goianiense-GO,20122Ponte Preta-SP,Manoel Nunes Lopo Garrido-BA,N,S,N,Alessandro Álvaro Rocha Mattos-BA_e_Luiz Carlos Silva Teixeira-BA,Goiânia,Atlético Goianiense-GO,Ponte Preta-SP,GO,SP,0,26/05,Serra Dourada,18h30,3,15,5,6300,27,,1703,1,1,Fabrício Nery Trindade-GO,N,28260,3476.64,3476.64,3476.64,2012,2,0,1,0,0,1,0,8,14,20121Atlético Goianiense-GO,20121Ponte Preta-SP,7,15,0,0,0,1,0,-1,0,0,0,1,0,-1,2,1,empate,0
1,20122Flamengo-RJ,20122Internacional-RS,André Luiz de Freitas Castro-GO,N,N,N,Fábio Pereira-TO_e_Jesmar Benedito Miranda de Paula-GO,Rio de Janeiro,Flamengo-RJ,Internacional-RS,RJ,RS,0,26/05,Engenhão,18h30,10,13,5,17941,79.4,,14238,3,3,Eduardo Cordeiro Guimarães-RJ,N,391125,138544.37,138544.37,138544.37,2012,2,0,1,0,0,1,0,8,4,20121Flamengo-RJ,20121Internacional-RS,7,1,1,2,1,0,0,2,1,2,1,0,0,2,6,1,empate,0
2,20122Portuguesa-SP,20122Vasco-RJ,Heber Roberto Lopes-PR,S,N,N,Luiz H. Souza Santos Renesto-PR_e_Pedro Martinelli Christino-PR,São Paulo,Portuguesa-SP,Vasco-RJ,SP,RJ,0,26/05,Canindé,18h30,16,20,5,5727,81,,4638,0,1,Antônio Rogério Batista do Prado-SP,N,109205,46245.4,46245.4,46245.4,2012,2,0,0,1,1,0,0,14,2,20121Portuguesa-SP,20121Vasco-RJ,7,3,1,2,1,1,0,1,1,2,1,1,0,1,1,1,derrota,-1
3,20122Náutico-PE,20122Cruzeiro-MG,Luiz Flávio de Oliveira-SP,N,S,S,Rodrigo Pereira Joia-RJ_e_Emerson Augusto de Carvalho-SP,Recife,Náutico-PE,Cruzeiro-MG,PE,MG,0,26/05,Aflitos,21h00,14,8,5,12553,91.3,,11457,0,0,Cláudio Mercante Júnior-PE,N,210930,165497.89,165497.89,165497.89,2012,2,0,1,0,0,1,0,14,8,20121Náutico-PE,20121Cruzeiro-MG,15,7,1,0,2,0,-1,0,1,0,2,0,-1,0,0,1,empate,0
