jg_rod,CHAVE_1,CHAVE_2,arbitro_principal,arbitro_principal_quadro_fifa,aux1_quadro_fifa,aux2_quadro_fifa,auxiliares,cidade,clubem,clubev,estado_m,estado_v,clássico,data,estadio,hora,id_clubem,id_clubev,id_periodo,ingresso,ingresso_vendido,observacoes,pagante,placarm_tn,placarv_tn,quarto_arbitro,quarto_arbitro_quadro_fifa,renda_bruta,renda_liq,renda_liq_sort,valor_renda_liq,ano,rodada,vitoria_m,empate_m,derrota_m,vitoria_v,empate_v,derrota_v,mandante_posicao_final_rodada,Visitante_posicao_final_rodada,CHAVE_1A,CHAVE_2B,mandante_posicao_inicio_rodada,Visitante_posicao_inicio_rodada,man_gf_ini_rod,vis_gf_ini_rod,man_gt_ini_rod,vis_gt_ini_rod,man_saldo_ini_rod,vis_saldo_ini_rod,man_mean_gf_ini_r,vis_mean_gf_ini_r,man_mean_gt_ini_r,vis_mean_gt_ini_r,man_mean_saldo_ini_r,vis_mean_saldo_ini_r,gs_partida,jg_fds,resultado_time_mandante,fator_resultado
5,201331Ponte Preta-SP,201331Vasco-RJ,Sandro Meira Ricci-PE,S,N,N,Guilherme Dias Camilo-MG_e_Marcelo Bertanha Barison-RS,Campinas,Ponte Preta-SP,Vasco-RJ,SP,RJ,0,27/10,Moisés Lucarelli,16h00,15,20,5,14354,93,,13349,2,1,Marcelo Aparecido Ribeiro de Souza-SP,N,38967,-25266.24,-25266.24,-25266.24,2013,31,1,0,0,0,0,1,17,18,201330Ponte Preta-SP,201330Vasco-RJ,19,17,31,40,43,49,-12,-9,1.0333333333,1.3333333333,1.4333333333,1.6333333333,-0.4,-0.3,3,1,Vitoria,1
6,201331Bahia-BA,201331Atlético Paranaense-PR,Francisco Carlos Nascimento-AL,S,N,N,Carlos Jorge Titara da Rocha-AL_e_Cristhian Passos Sorence-GO,Salvador,Bahia-BA,Atlético Paranaense-PR,BA,PR,0,27/10,Arena Fonte Nova,16h00,5,25,5,7621,84.2,,6415,1,1,Gleidson Santos Oliveira-BA,N,140035,-137458.36,-137458.36,-137458.36,2013,31,0,1,0,0,1,0,15,3,201330Bahia-BA,201330Atlético Paranaense-PR,16,3,31,47,38,38,-7,9,1.0333333333,1.5666666667,1.2666666667,1.2666666667,-0.2333333333,0.3,2,1,empate,0
7,201331Coritiba-PR,201331Grêmio-RS,André Luiz de Freitas Castro-GO,N,N,N,Rogério Pablos Zanardo-SP_e_Danilo Ricardo Simon Manis-SP,Curitiba,Coritiba-PR,Grêmio-RS,PR,RS,0,27/10,Couto Pereira,18h30,7,12,5,19203,100,,19203,4,0,Antônio Denival de Morais-PR,N,425347,126747.4,126747.4,126747.4,2013,31,1,0,0,0,0,1,14,3,201330Coritiba-PR,201330Grêmio-RS,14,2,33,37,39,26,-6,11,1.1,1.2333333333,1.3,0.8666666667,-0.2,0.3666666667,4,1,Vitoria,1
8,201331Náutico-PE,201331Goiás-GO,Emerson de Almeida Ferreira-MG,N,N,N,Neuza Inês Back-SC_e_Edina Alves Batista-PR,São Lourenço da Mata,Náutico-PE,Goiás-GO,PE,GO,0,27/10,Arena Pernambuco,18h30,14,32,5,16700,16.1,,2693,0,2,Gilberto Freire de Farias-PE,N,68645,44495.54,44495.54,44495.54,2013,31,0,0,1,1,0,0,20,5,201330Náutico-PE,201330Goiás-GO,20,6,20,38,60,34,-40,4,0.6666666667,1.2666666667,2,1.1333333333,-1.3333333333,0.1333333333,2,1,derrota,-1
9,201331Fluminense-RJ,201331Vitória-BA,Fabrício Neves Correa-RS,N,N,N,Cleriston Clay Barreto Rios-SE_e_Flávio Gomes Barroca-RN,Rio de Janeiro,Fluminense-RJ,Vitória-BA,RJ,BA,0,27/10,Maracanã,18h30,11,40,5,44038,52.9,,23283,2,3,Bruno Arleu de Araújo-RJ,N,231160,79798.12,79798.12,79798.12,2013,31,0,0,1,1,0,0,15,9,201330Fluminense-RJ,201330Vitória-BA,14,9,33,42,37,42,-4,0,1.1,1.4,1.2333333333,1.4,-0.1333333333,0,5,1,derrota,-1
0,201332São Paulo-SP,201332Portuguesa-SP,André Luiz de Freitas Castro-GO,N,N,N,Rogério Pablos Zanardo-SP_e_Vicente Romano Neto-SP,São Paulo,São Paulo-SP,Portuguesa-SP,SP,SP,1,02/11,Morumbi,19h30,18,16,5,50802,100,,50802,2,1,Marcelo Prieto Alfieri-SP,N,623129,463801.1,463801.1,463801.1,2013,32,1,0,0,0,0,1,9,13,201331São Paulo-SP,201331Portuguesa-SP,8,12,33,45,31,43,2,2,1.064516129,1.4516129032,1,1.3870967742,0.064516129,0.064516129,3,1,Vitoria,1
1,201332Vasco-RJ,201332Coritiba-PR,Márcio Chagas da Silva-RS,N,N,N,Cleriston Clay Barreto Rios-SE_e_Fabiano da Silva Ramires-ES,Macaé,Vasco-RJ,Coritiba-PR,RJ,PR,0,02/11,Cláudio Moacyr,19h30,20,7,5,9656,55.1,,5318,2,1,Pathrice Wallace Correa Maia-RJ,N,75140,-23060.61,-23060.61,-23060.61,2013,32,1,0,0,0,0,1,17,14,201331Vasco-RJ,201331Coritiba-PR,18,14,41,37,51,39,-10,-2,1.3225806452,1.1935483871,1.6451612903,1.2580645161,-0.3225806452,-0.064516129,3,1,Vitoria,1
2,201332Atlético Mineiro-MG,201332Náutico-PE,Wagner Reway-MT,N,N,N,Márcio Gleidson Correia Dias-PA_e_Sérgio Henrique Campelo Gomes-MA,Belo Horizonte,Atlético Mineiro-MG,Náutico-PE,MG,PE,0,02/11,Independência,21h00,4,14,5,15832,83.7,,13255,5,0,Marcos Vinícius de Sá dos Santos-MG,N,350705,148896.39,148896.39,148896.39,2013,32,1,0,0,0,0,1,5,20,201331Atlético Mineiro-MG,201331Náutico-PE,7,20,34,20,30,62,4,-42,1.0967741935,0.6451612903,0.9677419355,2,0.1290322581,-1.3548387097,5,1,Vitoria,1
3,201332Vitória-BA,201332Corinthians-SP,Jean Pierre Gonçalves Lima-RS,N,N,N,Carlos Jorge Titara da Rocha-AL_e_Ricardo Chianca-PE,Salvador,Vitória-BA,Corinthians-SP,BA,SP,0,03/11,Manoel Barradas (Barradão),17h00,40,2,5,34968,96.8,,33852,1,1,Manoel Nunes Lopo Garrido-BA,N,619015,372486.88,372486.88,372486.88,2013,32,0,1,0,0,1,0,8,11,201331Vitória-BA,201331Corinthians-SP,9,11,45,24,44,19,1,5,1.4516129032,0.7741935484,1.4193548387,0.6129032258,0.0322580645,0.1612903226,2,1,empate,0
4,201332Goiás-GO,201332Botafogo-RJ,Sandro Meira Ricci-PE,S,N,N,Márcia B. Lopes Caetano-RO_e_Clóvis Amaral da Silva-PE,Goiânia,Goiás-GO,Botafogo-RJ,GO,RJ,0,03/11,Serra Dourada,17h00,32,6,5,22793,40.8,,9295,1,0,Eduardo Tomaz de Aquino Valadão-GO,N,230205,142354.78,142354.78,142354.78,2013,32,1,0,0,0,0,1,6,3,201331Goiás-GO,201331Botafogo-RJ,5,2,40,45,34,35,6,10,1.2903225806,1.4516129032,1.0967741935,1.1290322581,0.1935483871,0.3225806452,1,1,Vitoria,1
5,201332Santos-SP,201332Cruzeiro-MG,Marcelo de Lima Henrique-RJ,S,N,N,Bruno Boschilla-PR_e_Neuza Inês Back-SC,Santos,Santos-SP,Cruzeiro-MG,SP,MG,0,03/11,Vila Belmiro,17h00,17,8,5,10261,92.2,,9460,0,1,Márcio Henrique de Gois-SP,N,278156,131608.32,131608.32,131608.32,2013,32,0,0,1,1,0,0,7,1,201331Santos-SP,201331Cruzeiro-MG,6,1,40,65,32,29,8,36,1.2903225806,2.0967741935,1.0322580645,0.935483871,0.2580645161,1.1612903226,1,1,derrota,-1
6,201332Grêmio-RS,201332Bahia-BA,Alício Pena Júnior-MG,N,N,N,Nadine Schramm Camara Bastos-SC_e_Marrubson Melo Freitas-DF,Porto Alegre,Grêmio-RS,Bahia-BA,RS,BA,0,03/11,Arena do Grêmio,17h00,12,5,5,16227,100,,16227,0,0,Márcio C. Brum Coruja-RS,N,562930,449886.88,449886.88,449886.88,2013,32,0,1,0,0,1,0,4,15,201331Grêmio-RS,201331Bahia-BA,3,15,37,32,30,39,7,-7,1.1935483871,1.0322580645,0.9677419355,1.2580645161,0.2258064516,-0.2258064516,0,1,empate,0
7,201332Criciúma-SC,201332Ponte Preta-SP,Ricardo Marques Ribeiro-MG,S,S,N,Fabrício Vilarinho da Silva-GO_e_Pablo Almeida Costa-MG,Criciúma,Criciúma-SC,Ponte Preta-SP,SC,SP,0,03/11,Heriberto Hulse,19h30,31,15,5,9559,100,,9559,1,1,Jefferson Schmidt-SC,N,105405,69371.96,69371.96,69371.96,2013,32,0,1,0,0,1,0,19,18,201331Criciúma-SC,201331Ponte Preta-SP,19,17,41,33,56,44,-15,-11,1.3225806452,1.064516129,1.8064516129,1.4193548387,-0.4838709677,-0.3548387097,2,1,empate,0
8,201332Atlético Paranaense-PR,201332Internacional-RS,Luiz Flávio de Oliveira-SP,N,N,N,Danilo Ricardo Simon Manis-SP_e_Bruno Salgado Rizo-SP,Joinville,Atlético Paranaense-PR,Internacional-RS,PR,RS,0,03/11,Arena Joinville,19h30,25,13,5,6533,100,,6533,1,0,Adriano Milczvski-PR,N,94840,-28816.64,-28816.64,-28816.64,2013,32,1,0,0,0,0,1,2,11,201331Atlético Paranaense-PR,201331Internacional-RS,3,10,48,47,39,45,9,2,1.5483870968,1.5161290323,1.2580645161,1.4516129032,0.2903225806,0.064516129,1,1,Vitoria,1
9,201332Flamengo-RJ,201332Fluminense-RJ,Leandro Pedro Vuaden-RS,S,S,N,Altemir Hausmann-RS_e_Rafael da Silva Alves-RS,Rio de Janeiro,Flamengo-RJ,Fluminense-RJ,RJ,RJ,1,03/11,Maracanã,19h30,10,11,5,49376,52.8,,26072,1,0,Leonardo Garcia Cavaleiro-RJ,N,1215305,355438.26,355438.26,355438.26,2013,32,1,0,0,0,0,1,10,15,201331Flamengo-RJ,201331Fluminense-RJ,13,15,36,35,36,40,0,-5,1.1612903226,1.1290322581,1.1612903226,1.2903225806,0,-0.1612903226,1,1,Vitoria,1
0,201333Portuguesa-SP,201333Coritiba-PR,Ricardo Marques Ribeiro-MG,S,N,N,Guilherme Dias Camilo-MG_e_Márcia B. Lopes Caetano-RO,São Paulo,Portuguesa-SP,Coritiba-PR,SP,PR,0,09/11,Canindé,19h30,16,7,5,5416,69.8,,3781,0,0,Robério Pereira Pires-SP,N,79620,24580.29,24580.29,24580.29,2013,33,0,1,0,0,1,0,13,14,201332Portuguesa-SP,201332Coritiba-PR,13,14,46,38,45,41,1,-3,1.4375,1.1875,1.40625,1.28125,0.03125,-0.09375,0,1,empate,0
1,201333Bahia-BA,201333Atlético Mineiro-MG,Márcio Chagas da Silva-RS,N,S,N,Fabrício Vilarinho da Silva-GO_e_José Eduardo Calza-RS,Salvador,Bahia-BA,Atlético Mineiro-MG,BA,MG,0,09/11,Arena Fonte Nova,19h30,5,4,5,32724,99.9,,32683,0,0,Manoel Nunes Lopo Garrido-BA,N,558100,218296.78,218296.78,218296.78,2013,33,0,1,0,0,1,0,15,4,201332Bahia-BA,201332Atlético Mineiro-MG,15,5,32,39,39,30,-7,9,1,1.21875,1.21875,0.9375,-0.21875,0.28125,0,1,empate,0
2,201333Flamengo-RJ,201333Goiás-GO,Jaílson Macedo Freitas-BA,N,N,N,Luiz Carlos Silva Teixeira-BA_e_Adson Márcio Lopes Leal-BA,Rio de Janeiro,Flamengo-RJ,Goiás-GO,RJ,GO,0,09/11,Maracanã,21h00,10,32,5,46126,22.9,,10573,1,1,Eduardo Cordeiro Guimarães-RJ,N,488520,103795.14,103795.14,103795.14,2013,33,0,1,0,0,1,0,11,4,201332Flamengo-RJ,201332Goiás-GO,10,6,37,41,36,34,1,7,1.15625,1.28125,1.125,1.0625,0.03125,0.21875,2,1,empate,0
3,201333Cruzeiro-MG,201333Grêmio-RS,Wilson Luiz Seneme-SP,S,S,N,Marcelo Carvalho Van Gasse-SP_e_Carlos Berkenbrock-SC,Belo Horizonte,Cruzeiro-MG,Grêmio-RS,MG,RS,0,10/11,Mineirão,17h00,8,12,5,58820,96.7,,56854,3,0,Cleisson Veloso Pereira-MG,N,5231711,223632.9,223632.9,223632.9,2013,33,1,0,0,0,0,1,1,6,201332Cruzeiro-MG,201332Grêmio-RS,1,4,66,37,29,30,37,7,2.0625,1.15625,0.90625,0.9375,1.15625,0.21875,3,1,Vitoria,1
4,201333Internacional-RS,201333Botafogo-RJ,Heber Roberto Lopes-SC,S,S,N,Alessandro Álvaro Rocha Mattos-BA_e_Neuza Inês Back-SC,Caxias do Sul,Internacional-RS,Botafogo-RJ,RS,RJ,0,10/11,Centenário,17h00,13,6,5,10969,100,,10969,2,1,Márcio C. Brum Coruja-RS,N,138355,71886.59,71886.59,71886.59,2013,33,1,0,0,0,0,1,9,3,201332Internacional-RS,201332Botafogo-RJ,11,3,47,45,46,36,1,9,1.46875,1.40625,1.4375,1.125,0.03125,0.28125,3,1,Vitoria,1
5,201333Ponte Preta-SP,201333Vitória-BA,Leandro Pedro Vuaden-RS,S,S,N,Altemir Hausmann-RS_e_Fabiano da Silva Ramires-ES,Campinas,Ponte Preta-SP,Vitória-BA,SP,BA,0,10/11,Moisés Lucarelli,17h00,15,40,5,16431,95.3,,15666,0,3,José Cláudio Rocha Filho-SP,N,43752,-22059.66,-22059.66,-22059.66,2013,33,0,0,1,1,0,0,19,7,201332Ponte Preta-SP,201332Vitória-BA,18,8,34,46,45,45,-11,1,1.0625,1.4375,1.40625,1.40625,-0.34375,0.03125,3,1,derrota,-1
6,201333Atlético Paranaense-PR,201333São Paulo-SP,Paulo Henrique Godoy Bezerra-SC,N,S,N,Márcio Eustáquio Santiago-MG_e_Nadine Schramm Camara Bastos-SC,Curitiba,Atlético Paranaense-PR,São Paulo-SP,PR,SP,0,10/11,Durival Britto e Silva,17h00,25,18,5,12754,100,,12754,3,0,Fábio Filipus-PR,N,223960,27366.92,27366.92,27366.92,2013,33,1,0,0,0,0,1,2,12,201332Atlético Paranaense-PR,201332São Paulo-SP,2,9,49,35,39,32,10,3,1.53125,1.09375,1.21875,1,0.3125,0.09375,3,1,Vitoria,1
7,201333Vasco-RJ,201333Santos-SP,Wilton Pereira Sampaio-GO,S,N,N,Marrubson Melo Freitas-DF_e_Rafael da Silva Alves-RS,Rio de Janeiro,Vasco-RJ,Santos-SP,RJ,SP,0,10/11,Maracanã,19h30,20,17,5,50651,99.5,,50421,2,2,João Batista de Arruda-RJ,N,767190,76107,76107,76107,2013,33,0,1,0,0,1,0,18,7,201332Vasco-RJ,201332Santos-SP,17,7,43,40,52,33,-9,7,1.34375,1.25,1.625,1.03125,-0.28125,0.21875,4,1,empate,0
8,201333Náutico-PE,201333Criciúma-SC,Francisco Carlos Nascimento-AL,S,N,N,Bruno Boschilla-PR_e_João Patrício de Araújo-GO,São Lourenço da Mata,Náutico-PE,Criciúma-SC,PE,SC,0,10/11,Arena Pernambuco,19h30,14,31,5,15900,12,,1906,0,1,Sebastião Rufino Ribeiro Filho-PE,N,50335,26887.99,26887.99,26887.99,2013,33,0,0,1,1,0,0,20,16,201332Náutico-PE,201332Criciúma-SC,20,19,20,42,67,57,-47,-15,0.625,1.3125,2.09375,1.78125,-1.46875,-0.46875,1,1,derrota,-1
9,201333Corinthians-SP,201333Fluminense-RJ,André Luiz de Freitas Castro-GO,N,N,N,Cristhian Passos Sorence-GO_e_Cleriston Clay Barreto Rios-SE,Araraquara,Corinthians-SP,Fluminense-RJ,SP,RJ,0,10/11,Arena Fonte Luminosa,19h30,2,11,5,14438,100,,14438,1,0,Vinícius Furlan-SP,N,451160,265162.58,265162.58,265162.58,2013,33,1,0,0,0,0,1,9,16,201332Corinthians-SP,201332Fluminense-RJ,11,15,25,35,20,41,5,-6,0.78125,1.09375,0.625,1.28125,0.15625,-0.1875,1,1,Vitoria,1
0,201334Goiás-GO,201334Ponte Preta-SP,Cláudio Mercante Júnior-PE,N,N,N,Marrubson Melo Freitas-DF_e_Ricardo Chianca-PE,Goiânia,Goiás-GO,Ponte Preta-SP,GO,SP,0,13/11,Serra Dourada,19h30,32,15,5,15284,40.5,,6192,2,0,Everton Gomes-GO,N,118375,64088.65,64088.65,64088.65,2013,34,1,0,0,0,0,1,3,19,201333Goiás-GO,201333Ponte Preta-SP,4,19,42,34,35,48,7,-14,1.2727272727,1.0303030303,1.0606060606,1.4545454545,0.2121212121,-0.4242424242,2,0,Vitoria,1
1,201334Grêmio-RS,201334Vasco-RJ,Francisco Carlos Nascimento-AL,S,N,N,Pedro Jorge Santos de Araújo-AL_e_Esdras Mariano de Lima-AL,Porto Alegre,Grêmio-RS,Vasco-RJ,RS,RJ,0,13/11,Arena do Grêmio,19h30,12,20,5,10863,100,,10863,1,0,Francisco de Paula dos Santos Silva Neto-RS,N,304016,224470.5,224470.5,224470.5,2013,34,1,0,0,0,0,1,5,18,201333Grêmio-RS,201333Vasco-RJ,6,18,37,45,33,54,4,-9,1.1212121212,1.3636363636,1,1.6363636364,0.1212121212,-0.2727272727,1,0,Vitoria,1
2,201334Botafogo-RJ,201334Portuguesa-SP,Emerson de Almeida Ferreira-MG,N,N,N,Guilherme Dias Camilo-MG_e_Pablo Almeida Costa-MG,Rio de Janeiro,Botafogo-RJ,Portuguesa-SP,RJ,SP,0,13/11,Maracanã,21h00,6,16,5,14878,51.4,,7654,0,0,Rodrigo Carvalhães de Miranda-RJ,N,180290,-134.52,-134.52,-134.52,2013,34,0,1,0,0,1,0,5,13,201333Botafogo-RJ,201333Portuguesa-SP,3,13,46,46,38,45,8,1,1.3939393939,1.3939393939,1.1515151515,1.3636363636,0.2424242424,0.0303030303,0,0,empate,0
3,201334Criciúma-SC,201334Atlético Paranaense-PR,Francisco de Almeida Filho-CE,N,N,N,Thiago Gomes Brigido-CE_e_Arnaldo Rodrigues de Souza-CE,Criciúma,Criciúma-SC,Atlético Paranaense-PR,SC,PR,0,13/11,Heriberto Hulse,21h00,31,25,5,9008,100,,9008,2,1,Edmundo Alves do Nascimento-SC,N,106680,72442.1,72442.1,72442.1,2013,34,1,0,0,0,0,1,15,2,201333Criciúma-SC,201333Atlético Paranaense-PR,16,2,43,52,57,39,-14,13,1.303030303,1.5757575758,1.7272727273,1.1818181818,-0.4242424242,0.3939393939,3,0,Vitoria,1
4,201334São Paulo-SP,201334Flamengo-RJ,Alício Pena Júnior-MG,N,S,N,Janette Mara Arcanjo-MG_e_Marcus Vinicius Gomes-MG,São Paulo,São Paulo-SP,Flamengo-RJ,SP,RJ,0,13/11,Morumbi,21h50,18,10,5,16108,97.1,,15636,2,0,Flávio Rodrigues Guerra-SP,N,170311,67168.24,67168.24,67168.24,2013,34,1,0,0,0,0,1,9,12,201333São Paulo-SP,201333Flamengo-RJ,12,11,35,38,35,37,0,1,1.0606060606,1.1515151515,1.0606060606,1.1212121212,0,0.0303030303,2,0,Vitoria,1
5,201334Vitória-BA,201334Cruzeiro-MG,Paulo Henrique Godoy Bezerra-SC,N,N,N,Carlos Berkenbrock-SC_e_Neuza Inês Back-SC,Salvador,Vitória-BA,Cruzeiro-MG,BA,MG,0,13/11,Manoel Barradas (Barradão),21h50,40,8,5,28758,86.9,,25002,1,3,Johnn Herbert Alves Bispo-BA,N,361447,199026.07,199026.07,199026.07,2013,34,0,0,1,1,0,0,8,1,201333Vitória-BA,201333Cruzeiro-MG,7,1,49,69,45,29,4,40,1.4848484848,2.0909090909,1.3636363636,0.8787878788,0.1212121212,1.2121212121,4,0,derrota,-1
6,201334Coritiba-PR,201334Corinthians-SP,Leandro Pedro Vuaden-RS,S,S,N,Altemir Hausmann-RS_e_Rafael da Silva Alves-RS,Curitiba,Coritiba-PR,Corinthians-SP,PR,SP,0,13/11,Couto Pereira,21h50,7,2,5,17416,100,,17416,0,1,Antônio Denival de Morais-PR,N,458213.5,159637.06,159637.06,159637.06,2013,34,0,0,1,1,0,0,14,9,201333Coritiba-PR,201333Corinthians-SP,14,9,38,26,41,20,-3,6,1.1515151515,0.7878787879,1.2424242424,0.6060606061,-0.0909090909,0.1818181818,1,0,derrota,-1
7,201334Santos-SP,201334Bahia-BA,Felipe Gomes da Silva-RJ,N,N,N,Bruno Boschilla-PR_e_Ivan Carlos Bohn-PR,São Paulo,Santos-SP,Bahia-BA,SP,BA,0,14/11,Pacaembu,19h30,17,5,5,16101,84.4,,13597,3,0,Antônio Rogério Batista do Prado-SP,N,133102,-39706.54,-39706.54,-39706.54,2013,34,1,0,0,0,0,1,7,17,201333Santos-SP,201333Bahia-BA,7,15,42,32,35,39,7,-7,1.2727272727,0.9696969697,1.0606060606,1.1818181818,0.2121212121,-0.2121212121,3,0,Vitoria,1
8,201334Atlético Mineiro-MG,201334Internacional-RS,Marcelo de Lima Henrique-RJ,S,N,N,Dibert Pedrosa Moisés-RJ_e_Wagner de Almeida Santos-RJ,Belo Horizonte,Atlético Mineiro-MG,Internacional-RS,MG,RS,0,14/11,Independência,21h00,4,13,5,14596,85.3,,12451,2,1,Renato Cardoso Conceição-MG,N,297160,113593.27,113593.27,113593.27,2013,34,1,0,0,0,0,1,3,11,201333Atlético Mineiro-MG,201333Internacional-RS,4,9,39,49,30,47,9,2,1.1818181818,1.4848484848,0.9090909091,1.4242424242,0.2727272727,0.0606060606,3,0,Vitoria,1
9,201334Fluminense-RJ,201334Náutico-PE,Marcos André Gomes-ES,N,S,N,Katiúscia Mayer Berger-ES_e_Ramires Cândido-ES,Rio de Janeiro,Fluminense-RJ,Náutico-PE,RJ,PE,0,14/11,Maracanã,21h00,11,14,5,38775,68.3,,26498,2,0,João Batista de Arruda-RJ,N,260965,101520.14,101520.14,101520.14,2013,34,1,0,0,0,0,1,15,20,201333Fluminense-RJ,201333Náutico-PE,16,20,35,20,42,68,-7,-48,1.0606060606,0.6060606061,1.2727272727,2.0606060606,-0.2121212121,-1.4545454545,2,0,Vitoria,1
0,201335Botafogo-RJ,201335Atlético Paranaense-PR,Wilson Luiz Seneme-SP,S,S,N,Emerson Augusto de Carvalho-SP_e_Bruno Salgado Rizo-SP,Rio de Janeiro,Botafogo-RJ,Atlético Paranaense-PR,RJ,PR,0,16/11,Maracanã,19h30,6,25,5,22187,49.2,,10924,4,0,Pathrice Wallace Correa Maia-RJ,N,252940,25980.81,25980.81,25980.81,2013,35,1,0,0,0,0,1,3,4,201334Botafogo-RJ,201334Atlético Paranaense-PR,5,2,46,53,38,41,8,12,1.3529411765,1.5588235294,1.1176470588,1.2058823529,0.2352941176,0.3529411765,4,1,Vitoria,1
1,201335Coritiba-PR,201335Criciúma-SC,Cleisson Veloso Pereira-MG,N,N,N,Frederico Soares Vilarinho-MG_e_Marconi Helbert Vieira-MG,Curitiba,Coritiba-PR,Criciúma-SC,PR,SC,0,16/11,Couto Pereira,21h00,7,31,5,5510,100,,5510,1,2,Rodolpho Toski Marques-PR,N,73598,-86903.63,-86903.63,-86903.63,2013,35,0,0,1,1,0,0,16,15,201334Coritiba-PR,201334Criciúma-SC,14,15,38,45,42,58,-4,-13,1.1176470588,1.3235294118,1.2352941176,1.7058823529,-0.1176470588,-0.3823529412,3,1,derrota,-1
2,201335Fluminense-RJ,201335São Paulo-SP,Márcio Chagas da Silva-RS,N,N,N,José Eduardo Calza-RS_e_José Javel Silveira-RS,Rio de Janeiro,Fluminense-RJ,São Paulo-SP,RJ,SP,0,17/11,Maracanã,17h00,11,18,5,38134,85.1,,32459,2,1,Antônio Frederico de Carvalho Schneider-RJ,N,365825,127274.15,127274.15,127274.15,2013,35,1,0,0,0,0,1,14,10,201334Fluminense-RJ,201334São Paulo-SP,15,9,37,37,42,35,-5,2,1.0882352941,1.0882352941,1.2352941176,1.0294117647,-0.1470588235,0.0588235294,3,1,Vitoria,1
3,201335Vitória-BA,201335Santos-SP,Sandro Meira Ricci-PE,S,N,N,Elan Vieira de Souza-PE_e_Albino Andrade Albert Júnior-PE,Salvador,Vitória-BA,Santos-SP,BA,SP,0,17/11,Manoel Barradas (Barradão),17h00,40,17,5,14201,96.7,,13738,2,0,Cosme Iran Sabino Júnior-BA,N,152557,55914.29,55914.29,55914.29,2013,35,1,0,0,0,0,1,8,7,201334Vitória-BA,201334Santos-SP,8,7,50,45,48,35,2,10,1.4705882353,1.3235294118,1.4117647059,1.0294117647,0.0588235294,0.2941176471,2,1,Vitoria,1
4,201335Cruzeiro-MG,201335Ponte Preta-SP,Cláudio Francisco Lima e Silva-SE,N,N,N,Cleriston Clay Barreto Rios-SE_e_Aílton Farias-SE,Uberlândia,Cruzeiro-MG,Ponte Preta-SP,MG,SP,0,17/11,Parque do Sabiá,17h00,8,15,5,43250,30.4,,13168,2,2,Alício Pena Júnior-MG,N,560750,398982.52,398982.52,398982.52,2013,35,0,1,0,0,1,0,1,19,201334Cruzeiro-MG,201334Ponte Preta-SP,1,19,72,34,30,50,42,-16,2.1176470588,1,0.8823529412,1.4705882353,1.2352941176,-0.4705882353,4,1,empate,0
5,201335Corinthians-SP,201335Vasco-RJ,Ricardo Marques Ribeiro-MG,S,S,N,Márcio Eustáquio Santiago-MG_e_Celso Luiz da Silva-MG,São Paulo,Corinthians-SP,Vasco-RJ,SP,RJ,0,17/11,Pacaembu,17h00,2,20,5,19324,99.4,,19207,0,0,Marcelo Aparecido Ribeiro de Souza-SP,N,593797.5,311582.1,311582.1,311582.1,2013,35,0,1,0,0,1,0,9,18,201334Corinthians-SP,201334Vasco-RJ,9,18,27,45,20,55,7,-10,0.7941176471,1.3235294118,0.5882352941,1.6176470588,0.2058823529,-0.2941176471,0,1,empate,0
6,201335Goiás-GO,201335Internacional-RS,Wagner Reway-MT,N,N,N,Lincoln Ribeiro Taques-MT_e_Paulo César Silva Faria-MT,Goiânia,Goiás-GO,Internacional-RS,GO,RS,0,17/11,Serra Dourada,19h30,32,13,5,27233,30.3,,8263,3,1,Osimar Moreira-GO,N,192940,117714.41,117714.41,117714.41,2013,35,1,0,0,0,0,1,2,11,201334Goiás-GO,201334Internacional-RS,3,11,44,50,35,49,9,1,1.2941176471,1.4705882353,1.0294117647,1.4411764706,0.2647058824,0.0294117647,4,1,Vitoria,1
7,201335Grêmio-RS,201335Flamengo-RJ,Heber Roberto Lopes-SC,S,N,N,Nadine Schramm Camara Bastos-SC_e_José Roberto Larroyd-SC,Porto Alegre,Grêmio-RS,Flamengo-RJ,RS,RJ,0,17/11,Arena do Grêmio,19h30,12,10,5,17097,100,,17097,2,1,Diego Almeida Real-RS,N,638812,513611.32,513611.32,513611.32,2013,35,1,0,0,0,0,1,5,12,201334Grêmio-RS,201334Flamengo-RJ,5,12,38,38,33,39,5,-1,1.1176470588,1.1176470588,0.9705882353,1.1470588235,0.1470588235,-0.0294117647,3,1,Vitoria,1
8,201335Portuguesa-SP,201335Atlético Mineiro-MG,Jean Pierre Gonçalves Lima-RS,N,N,N,José Antônio Chaves Franco Filho-RS_e_Lúcio Beiersdorf Flor-RS,São Paulo,Portuguesa-SP,Atlético Mineiro-MG,SP,MG,0,17/11,Canindé,19h30,16,4,5,5722,50.1,,2867,2,0,Vinícius Furlan-SP,N,53270,2141.99,2141.99,2141.99,2013,35,1,0,0,0,0,1,12,6,201334Portuguesa-SP,201334Atlético Mineiro-MG,13,3,46,41,45,31,1,10,1.3529411765,1.2058823529,1.3235294118,0.9117647059,0.0294117647,0.2941176471,2,1,Vitoria,1
