unidade,pib2010,capita2010,pib2011,capita2011,pib2012,capita2012,pib2013,capita2013
Tocos do Moji,27962,7078.97,31149,7866.03,35275,8885.42,40047,9769.88
Toledo,29080,5047.73,33320,5738.89,41123,7034.4,46354,7641.61
Tombos,62210,6519.61,72823,7767.76,78897,8559.05,83502,8958.51
Três Corações,1506505,20694.88,1671931,22797.29,1734211,23468.9,1765905,23013.33
Três Marias,1035529,36571.76,1055568,36801.17,980058,33753.2,1113994,36763.05
Três Pontas,659974,12261.47,801471,14820.64,809087,14903.33,862201,15353.67
Tumiritinga,30639,4870.29,33508,5294.4,36667,5762.53,43701,6628.34
Tupaciguara,280791,11610.14,367747,15151.69,393292,16151.64,435410,17298.07
Turmalina,138429,7670.87,166675,9146.92,188281,10242.14,201481,10541.02
Turvolândia,47134,10118.97,66765,14235.53,70044,14836.6,77028,15729.61
Ubá,2038989,20095.29,2078017,20217.72,2217806,21324.24,2315473,21342.14
Ubaí,47436,4062.35,52719,4486.36,56240,4758.82,70930,5791.12
Ubaporanga,59906,4975.56,78761,6526.45,77858,6437.21,89805,7191.86
Uberaba,7307230,24686.59,8138609,27186.61,9404248,31075.79,10882907,34509.47
Uberlândia,18962924,31589.87,19567261,31977.66,22825878,36843.51,25774947,39857.78
Umburatiba,17366,6431.88,19450,7222.57,21613,8064.59,36036,13123.01
Unaí,1323380,17056.07,1728125,22114.63,2012163,25566.53,2243930,27467.84
União de Minas,74057,16739.88,136678,31049.07,79579,18148.02,94922,21103.23
Uruana de Minas,26025,8037.23,28864,8927.94,35844,11093.73,38769,11656.41
Urucânia,98900,9610.36,143311,13934.02,224938,21883.22,153503,14507.42
Urucuia,60809,4469.64,77718,5586.78,80529,5668.26,81169,5424.62
Vargem Alegre,34477,5339.53,35438,5490.05,37128,5757.23,42043,6336.52
Vargem Bonita,23272,10759.22,30042,13908.13,28040,13005.34,29225,13188.26
Vargem Grande do Rio Pardo,21363,4513.72,23767,4998.33,26428,5534.64,32364,6548.81
Varginha,3234274,26269.29,3536610,28483.83,3663200,29256.91,4047799,31103.66
Varjão de Minas,85955,14172.33,130213,21145.38,128693,20561.27,137454,20959.7
Várzea da Palma,554921,15498.86,604292,16725.97,607825,16680.62,641290,16929.96
Varzelândia,79362,4149.41,93102,4871.41,101981,5337.06,121795,6189.42
Vazante,339701,17225.34,428802,21673.07,443172,22332.81,505493,24650.98
Verdelândia,48722,5834.98,58123,6889.82,61018,7159.22,72485,8167.3
Veredinha,39927,7216.21,44713,8043.44,58089,10430.87,67827,11804.23
Veríssimo,69762,20127.46,93172,26394.21,82802,23161.53,98971,26512.52
Vermelho Novo,24719,5271.6,32829,6987.88,35718,7588.21,33588,6912.56
Vespasiano,1561401,14925.64,2109812,19776.09,2343659,21546.72,2331169,20383.59
Viçosa,797945,11045.14,927184,12738.5,1049316,14308.92,1188226,15604.37
Vieiras,26403,7074.89,39760,10702.67,32559,8804.57,33222,8765.61
Virgem da Lapa,57117,4192.1,67951,4990.88,71336,5241.08,86490,6170.77
Virgínia,65627,7608.01,74466,8640.7,95174,11051.29,101749,11478.9
Virginópolis,66432,6283.77,74361,7046.43,86306,8193.12,116385,10746.54
Virgolândia,27620,4880.64,32483,5775.81,35867,6416.22,40781,7129.51
Visconde do Rio Branco,629681,16591.51,715578,18657.67,779370,20113.3,914382,22657.89
Volta Grande,103709,20483.74,49734,9786.39,51384,10089.24,81428,15486.51
Wenceslau Braz,15486,6065.81,19935,7817.5,20117,7898.38,22429,8564.14
   Espírito Santo,85312492,24287.06,105962571,29873.39,116728186,32623.25,117042934,30484.96
Afonso Cláudio,243913,7846.41,278313,8976.68,321848,10409.38,346000,10629.47
Água Doce do Norte,86669,7362.93,96766,8273.41,113254,9743.12,119245,9803.11
Águia Branca,93685,9843.95,120001,12614.47,126990,13357.57,137926,13730.84
Alegre,265726,8631.96,296097,9646.09,406829,13283.78,416273,12900.9
Alfredo Chaves,152014,10889.24,188233,13462.54,269039,19207.44,278247,18725.81
Alto Rio Novo,50367,6896.74,61494,8372.19,71548,9706.65,63631,8115.11
Anchieta,4439395,185795.37,5400323,222556.06,5660273,229942.83,4097842,153719.03
Apiacá,49019,6524.62,58548,7801.23,67491,9002.37,69335,8758.86
Aracruz,4266133,52187.66,5295141,63680.26,5021009,59470.19,5214974,56955.65
Atilio Vivacqua,135377,13757.85,163873,16441.51,195163,19361.42,208903,19232.51
Baixo Guandu,344819,11855.16,397533,13624.42,470579,16076.06,492900,15835.63
Barra de São Francisco,468245,11530.3,528531,12927.57,638055,15520.69,700282,15958.29
Boa Esperança,146317,10304.73,177157,12441.69,183110,12824.66,193821,12777.45
Bom Jesus do Norte,77209,8145.24,83751,8819.62,96439,10136.59,103936,10295.8
Brejetuba,109152,9156.29,155657,13044.29,188016,15733.55,180954,14283.23
Cachoeiro de Itapemirim,3038630,16003.07,3478959,18210.44,4027351,20958.75,4223337,20580.26
Cariacica,5263653,15085,6234601,17781.9,6883785,19532.29,6907020,18371
Castelo,455662,13083.95,505377,14480.71,581139,16581.24,624380,16725.5
Colatina,1895585,16956.05,2169504,19296.15,2535864,22430.56,2521093,20891.24
Conceição da Barra,327927,11515.5,380943,13319.7,398776,13872.9,427079,13929.96
Conceição do Castelo,114848,9827.85,137219,11687.19,149687,12687.5,162410,12911.18
Divino de São Lourenço,32494,7196.8,40646,9046.57,47149,10545.54,47358,10101.89
Domingos Martins,358278,11258.12,388632,12165.29,539414,16834.61,589187,17299.01
Dores do Rio Preto,53832,8412.53,61958,9659.77,85709,13331.56,92616,13566.13
Ecoporanga,254840,10973.62,273117,11795.67,336739,14579.32,337783,13885.12
Fundão,379756,22301.88,451852,26067.38,427388,24239.32,463762,24183.26
Governador Lindenberg,96865,8907.95,140587,12792.27,151584,13648.83,146794,12280.93
Guaçuí,257896,9259.19,305395,10894.12,388183,13761.46,374975,12439.47
Guarapari,1215029,11546.74,1405985,13191.46,1644804,15252.83,1789447,15389.39
Ibatiba,168151,7524.88,201242,8900.98,232345,10171.4,239942,9763.65
Ibiraçu,256904,23024.18,263487,23404.42,205098,18094.21,195672,16139.27
Ibitirama,65838,7344.75,77680,8690.98,95137,10666.74,88864,9453.66
Iconha,191420,15296.47,217330,17244.3,245231,19338.42,254511,18785.87
Irupi,93722,7990.62,146396,12376.03,158518,13287.31,148709,11619.74
Itaguaçu,129448,9158.62,172124,12201.29,206870,14692.45,188034,12667.32
Itapemirim,1345572,43422.37,4646600,148886.54,6150791,195754.15,6309032,187712.94
Itarana,116551,10711.47,128690,11871.81,146788,13592.74,167106,14724.25
Iúna,214569,7848.17,274505,10010.39,329140,11963.51,315282,10775.93
Jaguaré,426589,17258.24,628051,25048.89,710392,27908.84,696632,25241.21
Jerônimo Monteiro,87629,8048.21,92779,8486.9,122549,11157.01,112942,9647.42
João Neiva,218777,13839.66,250522,15807.78,248513,15643.51,303841,18011.79
Laranja da Terra,79414,7336.14,87939,8128.97,101133,9355.52,107550,9419.3
Linhares,3258491,23068.31,4460299,31080.27,5067464,34794.69,5178699,32815.2
Mantenópolis,90282,6638.35,107540,7837.59,111471,8062.4,118948,8032.71
Marataízes,746768,21869.22,2104852,61166.22,2927532,84427.75,4501549,121204.88
Marechal Floriano,192954,13541.61,208249,14439.67,244767,16792.45,292309,18631.43
Marilândia,151170,13610.33,244102,21798.69,257606,22825.29,186893,15455.9
Mimoso do Sul,246999,9537.36,322982,12479.99,344255,13313.29,365840,13396.3
Montanha,234140,13114.16,272409,15223.5,277267,15456.96,279829,14689.94
Mucurici,64440,11361.01,69338,12300.49,66340,11806.37,65928,11157.26
Muniz Freire,145525,7914.58,158885,8683.17,195309,10730.08,205760,10783.52
Muqui,102243,7102.19,119581,8274.37,135176,9318.64,138817,8991.92
Nova Venécia,553370,12024.55,629268,13601.97,710017,15273.46,748042,15092.45
Pancas,134935,6270.19,155120,7169.54,177196,8157.43,190545,8239.8
Pedro Canário,233982,9835.71,245691,10264.93,250405,10402.76,274411,10677.46
Pinheiros,311876,13054.12,337526,14009.31,359390,14799.46,363292,13960.43
Piúma,264640,14602.43,429346,23379.77,472685,25417.27,446856,22251.55
Ponto Belo,58944,8445.94,69913,9939.33,65413,9228.76,74202,9776.28
Presidente Kennedy,3083999,298981.97,6456495,622432.73,8086579,775393.56,7960106,715193.7
Rio Bananal,178334,10168.43,219806,12472.7,244223,13787.81,272148,14405.48
Rio Novo do Sul,110548,9754.48,122877,10845.29,148671,13117.3,156709,13066.69
Santa Leopoldina,108084,8819.55,121232,9918.35,129462,10605.56,151489,11760.66
Santa Maria de Jetibá,519890,15211.26,556772,16095.87,725614,20736.56,842099,22325
Santa Teresa,250935,11502.85,289290,13199.93,324818,14761.1,339357,14482.61
São Domingos do Norte,95269,11884.81,115217,14337.57,124005,15366.21,135627,15779.71
São Gabriel da Palha,330434,10371.76,394843,12237.87,455595,13951.77,496755,14099.53
São José do Calçado,80441,7722.04,111665,10733.96,168066,16164.89,117430,10688.04
São Mateus,1265206,11600.26,1435501,12996.37,1715793,15342.59,1775384,14706.02
São Roque do Canaã,113834,10085.41,141692,12493.82,165893,14544.39,168254,13815.07
Serra,12934977,31600.83,14148077,34007.43,14978078,35445.28,15439727,33039.02
Sooretama,309118,12955.48,331353,13652.21,355584,14404.86,415302,15471.53
Vargem Alta,232242,12133.2,249693,12960.95,300789,15508.61,305707,14737.15
Venda Nova do Imigrante,321342,15699.74,358942,17276.76,394553,18704.53,431141,18849.35
Viana,897188,13803.1,1067904,16207.86,1308804,19609.02,1457956,20217.1
Vila Pavão,102434,11812.03,124056,14260.99,150743,17279.08,138530,14940.73
Vila Valério,150388,10874.02,213305,15426.67,223105,16138.96,210435,14399.53
Vila Velha,8018028,19347.59,8673322,20657.95,9773270,22998.74,10047416,21914.19
Vitória,21351125,65604.33,24431890,73918.21,24312527,72975.09,22289815,64001.91
   Rio de Janeiro,449858761,28127.45,512388512,31800.33,573849780,35354.38,626319607,38262.13
Angra dos Reis,5678640,33547.82,6528665,37657.41,6140956,34674.88,6116002,33699.58
Aperibé,94862,9286.58,107945,10397.35,115235,10927.96,135740,12643.42
Araruama,1392278,12427.95,1560163,13655.69,1830400,15722.65,2068226,17385.31
Areal,300498,26311.03,348108,30165.34,356567,30596.15,243184,20635.01
Armação dos Búzios,1873111,68019.14,2445865,86490.51,3289026,113520.39,3439080,115444.11
Arraial do Cabo,402156,14481.67,535238,19108.82,1360333,48076.81,1125604,39319.65
Barra do Piraí,1479704,15599.64,1478535,15521.04,1663991,17382.85,1704683,17708.97
Barra Mansa,3472268,19522.37,3595680,20160.24,4062500,22710.76,5026088,28004.86
Belford Roxo,4459318,9502.85,5110880,10827.95,5268484,11100.99,6326949,13247.85
Bom Jardim,407637,16049.96,463047,18130.98,524199,20366.75,587517,22623.77
Bom Jesus do Itabapoana,426685,12058.7,465627,13099.28,511565,14338.8,584299,16309.8
Cabo Frio,9317602,50034.92,12627891,66188.42,16768150,85903.73,16877141,84225.68
Cachoeiras de Macacu,887345,16320.49,904577,16533.13,1033359,18740.99,1005106,18067.05
Cambuci,168903,11390.04,214534,14456.44,225907,15211.56,251842,16945.34
Campos dos Goytacazes,38672498,83427.71,51010602,108976.76,59471412,125918.72,58249456,122063.03
Cantagalo,729826,36811.58,682146,34399.71,860037,43370.5,859832,43371.08
Carapebus,604603,45295.4,813520,59394.04,899468,64137.73,858069,59555.05
Cardoso Moreira,117562,9374.96,137807,10936.17,220026,17460.97,289192,22953.59
Carmo,267648,15347.7,290243,16492.02,292201,16454.63,304452,16966.8
Casimiro de Abreu,2080964,58829.16,3081359,84745.83,4126084,110500.37,4068376,105694.07
Comendador Levy Gasparian,209177,25562.38,183215,22343.34,195644,23803.85,221120,26834.96
Conceição de Macabu,180096,8495.08,202366,9449.31,231345,10703.96,262438,12014.17
Cordeiro,214121,10494.56,227167,11043.05,253174,12226.48,293447,14065.44
Duas Barras,107416,9824.89,142550,12987.42,148787,13501.58,186540,16850.95
Duque de Caxias,23462918,27440.53,22422810,26037.97,21933468,25296.16,25107930,28730.21
Engenheiro Paulo de Frontin,169598,12810.48,167827,12595.82,179351,13376.45,181104,13410.12
Guapimirim,623400,12107.91,613883,11688.12,650122,12145.68,721475,13188.22
Iguaba Grande,216763,9483.01,244234,10404,296822,12326.99,320505,12929.86
Itaboraí,2440117,11188.58,2967273,13466.06,4189348,18818.55,5019358,22282.21
Itaguaí,4660218,42690.45,5234367,47083.92,6141294,54260.34,7003802,60616.93
Italva,164632,11736.81,218863,15441.15,245703,17204.89,258446,17941.43
Itaocara,259526,11332,309470,13518.68,341288,14913.81,398394,17419.96
Itaperuna,1448459,15107.63,1564583,16206.24,1807639,18593.47,1903813,19425.87
Itatiaia,1450399,50270.31,1933354,66451.98,2310068,78589.79,2587985,87008.64
Japeri,695369,7289.67,750821,7786.17,838841,8617.9,999876,10162.07
Laje do Muriaé,78456,10473.36,97514,13080.28,106552,14352.4,122901,16642.02
Macaé,13610790,65832.75,14427263,67914.42,17310938,79425.83,19181481,85462.97
Macuco,94752,17982.98,100612,18987.04,104190,19558.81,114011,21270.79
Magé,2381144,10436.75,2585466,11291.62,2835183,12296.51,3045894,13105.19
Mangaratiba,1777170,48943.01,1932818,51758.51,2523945,66070.12,2725171,69501.95
Maricá,1879354,14737.83,3289411,25042.15,6965745,51551.9,7191559,51533.19
Mendes,172642,9623.3,181837,10112.72,207732,11525.33,230171,12736.32
Mesquita,1460823,8674.57,1471193,8707.03,1597584,9423.22,1887434,11090.48
Miguel Pereira,361997,14687.26,438361,17748.12,499504,20178.72,585357,23588.86
Miracema,250787,9347.61,282052,10513.73,315171,11755.71,354860,13247.98
Natividade,153695,10193.98,165974,11006.94,191234,12684.68,222890,14791.32
Nilópolis,1723484,10943.94,1812613,11493.33,1997990,12646.63,2526332,15960.35
Niterói,12537081,25726.22,15285303,31212.33,17640096,35867.92,19908508,40284.31
Nova Friburgo,2924256,16065.93,3015405,16500.34,3415321,18623.17,3716664,20185.88
Nova Iguaçu,10225403,12858.71,11203299,14020.83,11902923,14846.25,13261453,16477.64
Paracambi,453416,9631.98,495713,10406.49,547444,11374.51,600091,12320.94
Paraíba do Sul,578784,14086.45,609437,14732.45,694337,16675.16,757869,18063.86
Paraty,814717,21682.41,1542885,40445.78,2699219,69675.23,3153153,79960.25
Paty do Alferes,287957,10915.33,321282,12138.04,343465,12924.38,394104,14762.64
Petrópolis,7235943,24442.12,9287534,31317.03,9978330,33575.36,9459036,31753.67
Pinheiral,207663,9138.48,227260,9894.66,248093,10689.98,279638,11905.55
Piraí,1054416,40078.16,1146828,43053.94,1362752,50569.69,1345799,49276.82
Porciúncula,182387,10263.19,217018,12124.58,233745,12961.36,264835,14560.98
Porto Real,5175353,312257.33,4547463,268477,4051315,234559.71,4515693,255658.3
Quatis,271202,21136.47,281074,21701.21,252356,19256.49,261345,19675.13
Queimados,2041594,14800.81,2327397,16721.25,3071726,21882.44,3680058,25961.06
Quissamã,3792559,187342.4,4534160,218545.34,5470267,257618.28,4863659,223042.26
Resende,5768066,48147.06,6017300,49755.25,6896958,56500.95,8983880,72811.77
Rio Bonito,1172401,21091.66,1217273,21736.64,1313112,23267.28,1356459,23821.77
Rio Claro,208727,11995.1,214449,12242.33,227540,12924.01,292035,16490.74
Rio das Flores,292091,34182.68,375372,43481.07,178612,20523,170074,19363.98
Rio das Ostras,8968202,84800.08,12526027,112855.23,14916964,128446.14,14883443,121799.76
Rio de Janeiro,207888255,32877.91,228657077,35975.29,251811167,39405.28,282538827,43941.25
Santa Maria Madalena,136687,13243.56,119632,11603.53,135559,13163.62,148716,14463.68
Santo Antônio de Pádua,585416,14430.14,641947,15759.1,747193,18279.51,866131,21107.13
São Fidélis,396433,10556.64,482440,12830.51,614597,16320.91,604913,16038.2
São Francisco de Itabapoana,480808,11625.8,607741,14690.02,1035107,25011.04,1381387,33369.25
São Gonçalo,10459670,10460.71,11582652,11489.99,12532252,12333.34,14064389,13714.57
São João da Barra,6102940,186252.64,9087226,274240.29,7009824,209173.56,7230430,212966.61
São João de Meriti,5052256,10998.56,6941686,15111.02,6025869,13097.95,6526306,14163.02
São José de Ubá,71236,10172.23,125406,17790.57,130851,18447.84,126723,17740.89
São José do Vale do Rio Preto,598622,29558.67,431147,21136.75,284360,13844.21,341598,16499.12
São Pedro da Aldeia,935242,10626.17,1081819,12055.17,1255149,13711.18,1460032,15588.81
São Sebastião do Alto,135990,15269.43,108506,12146.7,120936,13482.32,139763,15508.51
Sapucaia,442988,25307.84,460396,26227.43,530169,30155.78,609092,34587.86
Saquarema,1467906,19777.5,1473773,19415.77,1695595,21872.44,1745319,21975.53
Seropédica,914986,11703.13,1102690,13926.54,1226665,15306.91,1837124,22607.97
Silva Jardim,226740,10615.16,246805,11556.68,276836,12959.29,338200,15828.89
Sumidouro,208671,13985.96,285887,19115.17,288979,19252.45,313711,20816.9
Tanguá,341399,11109.26,424526,13654.3,454814,14467.02,456243,14327.43
Teresópolis,2914447,17792.18,3297214,19896.78,3901952,23278.28,3982325,23446.27
Trajano de Moraes,89898,8744.09,115230,11177.63,133293,12907.21,153449,14830.25
Três Rios,1849009,23857.26,1946294,25000.24,2410833,30807.01,2886137,36661.92
Valença,1027966,14298.35,1078855,14928.52,1218595,16766.81,1403337,19183.32
Varre-Sai,83022,8736.42,105737,11014.29,123414,12696.93,127025,12881.52
Vassouras,495061,14375,543714,15697.04,698453,20037.08,722595,20579.71
Volta Redonda,9679488,37517.98,9677305,37362.38,10304178,39604.04,10392909,39740.09
   São Paulo,1294649138,31383.79,1434753716,34499.9,1554748283,37105.08,1708221390,39122.26
Adamantina,613066,18139.65,667158,19726.15,733214,21665.16,774859,22168.6
Adolfo,59705,16785.09,66171,18650.32,52072,14718.04,71789,19727.55
Aguaí,554412,17234.9,581088,17906.09,575857,17586.1,661918,19361.12
Águas da Prata,133427,17602.5,97359,12778.43,110944,14496.85,120520,15175.01
Águas de Lindóia,238139,13796.33,280126,16141.87,286677,16439.8,368952,20375.06
Águas de Santa Bárbara,132008,23581.3,139279,24738.8,97202,17179.63,113906,19384.95
Águas de São Pedro,69706,25788.47,71498,25802.17,82544,29146.83,97021,32297.32
Agudos,1753364,50775.06,1761411,50788.92,1937314,55617.21,1877202,51928.14
Alambari,60461,12374.25,60255,12101.9,59852,11802.79,67900,12677.37
Alfredo Marcondes,40646,10446.18,42674,10925.15,53682,13691.02,65414,16095.95
Altair,74439,19517.39,86202,22465.91,93227,24158.25,95576,23834.31
Altinópolis,250190,16028.57,257773,16505.95,279612,17892.9,335147,20768.88
Alto Alegre,58359,14216.65,65808,16090.01,80804,19814.52,72806,17363.72
Alumínio,1591384,94472.19,1741509,102677.26,1693709,99169.07,1560349,87738.91
Álvares Florence,91475,23449.21,95514,24712.44,112467,29334.03,96657,24688.89
Álvares Machado,240514,10232.04,273493,11599.02,317681,13437.13,365571,14932.22
Álvaro de Carvalho,29944,6439.55,40705,8675.31,37850,7998.66,36363,7365.38
Alvinlândia,31039,10346.44,29615,9828.94,34598,11437.36,38851,12384.91
Americana,7097871,33686.94,8443694,39680.69,8601353,40029.94,9890709,44046.6
Américo Brasiliense,450050,13036.61,479194,13709.27,531498,15008.54,633420,17043.46
Américo de Campos,56429,9889.41,62048,10857.09,63590,11111.28,69388,11728.86
Amparo,2448527,37191.31,2810837,42430.29,2966982,44516.53,3179686,45868.35
Analândia,101550,23676.91,117341,26987.28,119538,27161.64,133532,28953.12
Andradina,1372118,24804.64,1692997,30588.22,1812688,32743.04,1975832,34575.77
Angatuba,547118,24632.74,689043,30714.24,641385,28317.21,678603,28674.19
Anhembi,92562,16388.39,90328,15739.28,104110,17882.2,107457,17558.27
Anhumas,40412,10811.05,36718,9755.09,53194,14042.76,69322,17590.04
Aparecida,493935,14095.11,596496,17035.44,675619,19290.73,749994,20746.15
Aparecida d'Oeste,49372,11109.86,60248,13652.44,61231,13989.33,64122,14351.4
Apiaí,425525,16888.58,466393,18625.91,494305,19856.38,653974,25655.1
Araçariguama,1051265,61531.47,1212986,69175.15,1322502,73574.53,1388166,72511.8
Araçatuba,3912515,21542.55,4368165,23931.74,5113607,27876.03,5611001,29448.51
Araçoiaba da Serra,322025,11785.85,384100,13779.85,425807,14977.92,481780,16012.38
Aramina,78475,15237.82,90358,17436.99,101818,19538.99,120612,22269.59
Arandu,68560,11197.17,70619,11524,65676,10710.33,71003,11209.78
Arapeí,22658,9092.14,20770,8361.46,23924,9666.21,22516,8860.99
Araraquara,5428146,26006.21,6146050,29173.41,6962226,32745.39,7414759,33394.4
Araras,3242858,27274.29,3763198,31368.35,4165442,34409.5,4242642,33567.59
Arco-Íris,28665,14890.72,30576,16033.67,33808,17887.68,31829,16534.31
Arealva,123548,15754.62,120677,15300.74,130919,16505.19,138478,16795.41
Areias,22942,6212.38,25487,6880.95,29704,8004.34,34684,9034.57
Areiópolis,69005,6521.64,78849,7437.84,101027,9511.13,110156,10024.21
Ariranha,494339,57837.68,559901,64878.4,596151,68452.32,568953,62556.65
Artur Nogueira,561947,12693.63,657200,14596.02,717433,15648.42,798659,16494.41
Arujá,1964058,26251.15,2117641,27822.7,2307502,29859.37,2874464,35344.96
Aspásia,14903,8238.49,19426,10756.41,21810,12103.29,20498,11055.89
Assis,1983695,20846.77,1941324,20274.92,2288689,23757.36,2495698,24906.17
Atibaia,3608859,28502.84,4173526,32662.32,4330582,33592.8,4701014,34934.38
Auriflama,167302,11777.67,199305,13981.39,221047,15450.28,226549,15275.37
Avaí,114947,23179.57,152559,30591.33,143288,28577.62,223063,42814.38
Avanhandava,147308,13023.46,144522,12566.02,161282,13802.52,179440,14580.34
Avaré,1191750,14369.68,1413140,16938.03,1668573,19885.27,1865612,21385.31
Bady Bassitt,228833,15668.16,237623,16014.5,244938,16258.76,258052,16279.87
Balbinos,17578,4470.44,22539,5800.13,22989,5658.14,33460,7548
Bálsamo,107931,13226.79,127922,15556.58,142636,17218.29,148462,17201.04
Bananal,119524,11695.13,124542,12135.02,146540,14225.77,147697,13829.29
Barão de Antonina,35558,11411.3,42935,13669.33,46841,14799.74,54272,16460.89
Barbosa,62942,9546.72,71706,10779.66,80972,12071.02,91137,13023.24
Bariri,626661,19829.15,779056,24458.61,803881,25041.46,833772,24914.02
Barra Bonita,847546,24039.78,1040372,29532.54,991866,28170.01,1044725,28772.37
Barra do Chapéu,25720,4912.1,35764,6779.91,34097,6427.29,46109,8362.22
Barra do Turvo,52389,6778.26,58743,7628.97,62304,8120.9,68528,8698.61
Barretos,2467443,22010.7,2707141,24014.38,3089894,27262.65,3347125,28418.69
Barrinha,251917,8838.26,286389,9935.09,322561,11067.84,366719,12021.21
Barueri,31893775,132528.48,35818250,147253.56,41347716,168318.25,44118662,171831.09
Bastos,468213,22883.19,468114,22907.48,580445,28419.76,695311,33014.13
Batatais,995189,17619.88,1111595,19540.06,1231515,21497.67,1386157,23236.62
Bauru,7921603,23025.31,8784550,25383.22,9391618,26976.09,10491175,28976.18
Bebedouro,1518490,20234.66,1859481,24775.9,2119148,28229.34,2331611,30090.36
Bento de Abreu,105019,39274.11,109968,40789.3,114695,42213.72,99641,35196.47
Bernardino de Campos,112428,10432.26,125427,11635.14,146600,13594.21,166281,14935.85
Bertioga,1104269,23212.59,1599214,32639.02,1331985,26478.71,1519278,28303.03
Bilac,95126,13489.28,103665,14555.62,123993,17238.07,138198,18379.83
Birigui,1777931,16353,2077736,18916.71,2319762,20916.28,2584674,22301.28
Biritiba-Mirim,322579,11289.64,372202,12889.21,403356,13828.73,569093,18663.68
Boa Esperança do Sul,118163,8651.54,201244,14659.39,230655,16705.65,209393,14585.71
Bocaina,217934,20063.87,286676,26137.49,326326,29470.45,342640,29619.61
Bofete,112996,12173.62,136928,13983.69,140331,14089.42,167009,15899.58
Boituva,1738503,35976.73,2102009,42563.71,2484878,49283.58,2494395,46684.41
Bom Jesus dos Perdões,242019,12283.38,303991,15049.79,351585,17006.13,439638,20005.35
Bom Sucesso de Itararé,35173,9849.64,43765,12163.61,44065,12162.62,50577,13408.41
Borá,60752,75468.7,44515,55229.51,72393,89706.55,68976,82705.08
Boracéia,100436,23532.27,123695,28706.29,124981,28744.48,138569,30521.77
Borborema,208171,14325,230404,15746.57,249751,16954.1,274819,17921.02
Borebi,37201,16209.79,49781,21448.26,44882,19114.78,43426,17667.1
Botucatu,2971328,23328.32,3257795,25295.6,3420171,26268.39,3789754,27810.83
Bragança Paulista,3156171,21519.88,3633984,24485.95,3995639,26633.51,4312883,27471.47
Braúna,52152,10386.76,55257,10898.86,62320,12176.69,69487,13000.44
Brejo Alegre,132887,51646.54,115101,44371.87,130917,50082.86,180056,66123.98
Brodowski,273376,12953.14,334014,15599.4,374358,17245.96,441221,19354.36
Brotas,397062,18399.54,467805,21471.74,484488,22035.2,527251,22964.88
Buri,213610,11505.44,241715,12971.03,227841,12180.73,285300,14710
Buritama,263262,17074.97,281263,18100.47,305607,19521.35,342694,21008.73
Buritizal,119253,29408.94,194262,47578.2,208161,50635.23,251011,58661.06
Cabrália Paulista,97581,22355.26,96962,22326.12,95298,22049.42,80730,18223.38
Cabreúva,1457833,35007.89,2282528,54015.39,3070532,71592.54,3595664,79705.27
Caçapava,2662690,31383.36,3010409,35244.92,3191563,37087.91,3393999,37850.73
Cachoeira Paulista,313551,10417.31,352822,11639.29,403879,13230.23,465340,14637.47
Caconde,155337,8380.27,158387,8537.9,246019,13253.22,199549,10543.65
Cafelândia,254228,15303.87,273190,16388.14,203999,12193.58,320580,18481.49
Caiabu,53132,13048.19,45737,11232.08,45123,11081.31,48325,11503.12
Caieiras,2131999,24612.39,2184299,24905.35,2570586,28934.68,2815657,30206.05
Caiuá,55528,11019.64,57518,11266.97,64847,12550.2,64707,11943.04
Cajamar,6028464,94028.73,6948784,106676.25,7958431,120343.42,8728427,125437.27
Cajati,831701,29315.17,917780,32422.36,981435,34749.69,945802,32547.64
Cajobi,92084,9435.81,100594,10250,96610,9800.16,113108,11054.34
Cajuru,303709,12991.23,318903,13529.46,398796,16782.21,444123,17920.46
Campina do Monte Alegre,80098,14388.02,99925,17859.69,85940,15286.36,97321,16675.99
Campinas,36616377,33872.72,42680951,39142.97,46657727,42469.01,51347711,44850.57
Campo Limpo Paulista,1195990,16137.17,1397733,18669.05,1453808,19220.86,1521943,19242.93
Campos do Jordão,675442,14123.49,754509,15698.99,807029,16700.39,909456,18109.08
Campos Novos Paulista,80512,17737.86,92187,20185.57,97811,21291.04,112634,23583.4
Cananéia,430224,35189.25,841656,68869.68,444315,36371.54,450418,35753.16
Canas,52897,12057.61,87252,19629.3,106240,23598.42,129777,27483.43
Cândido Mota,461101,15415.76,535032,17875.5,624958,20848.6,727828,23483.63
Cândido Rodrigues,50310,18856.8,50456,18876.26,56696,21178.75,65151,23545.83
Canitar,94125,21543.84,116705,26296.75,97756,21704.32,105008,22167.71
Capão Bonito,481775,10433.01,503896,10921.96,503969,10933.26,583819,12288.34
Capela do Alto,149998,8555.16,173975,9782.11,182923,10146.06,244976,12939.09
Capivari,1095333,22550.24,1309057,26649.1,1435072,28903.77,1527993,29413.32
Caraguatatuba,1551471,15376.47,1772871,17292.42,2143315,20579.12,2422613,22088.41
Carapicuíba,3043092,8226.62,3478959,9364.58,3862928,10346.45,4437172,11442.26
Cardoso,117306,9942.86,125813,10643.18,169759,14342.56,151460,12381.29
Casa Branca,440958,15574.93,507751,17864.09,496344,17394.22,526025,17772.9
Cássia dos Coqueiros,58853,22403.24,65199,24923.35,79108,30437.71,84338,31741.82
Castilho,340702,18921.58,386176,21174.23,419944,22742.71,454025,23451.69
Catanduva,2388189,21163.82,2788724,24601.47,3050428,26787.98,3240081,27409.77
Catiguá,85897,12052.4,85459,11917.34,99151,13744.19,108429,14453.4
