unidade,pib2010,capita2010,pib2011,capita2011,pib2012,capita2012,pib2013,capita2013
Penaforte,50437,6131.42,55077,6620.58,57367,6762.64,65756,7587.76
Pentecoste,200761,5669.3,247931,6961.42,391738,10935.37,349266,9584.16
Pereiro,62226,3947.34,75198,4759.95,73786,4658.81,84018,5230.52
Pindoretama,95172,5091.85,110162,5807.19,121017,6287.58,133713,6776.1
Piquet Carneiro,59842,3860.52,68134,4354.41,69188,4373.44,80464,4976.45
Pires Ferreira,36019,3525.74,42681,4147.05,40010,3860.13,42681,4043.29
Poranga,37819,3150.77,43006,3577.31,46226,3839.06,53756,4405.17
Porteiras,62852,4172.07,73537,4897.25,73094,4882.36,82005,5427.95
Potengi,44059,4287.53,52781,5092.75,55561,5317.84,66057,6201.96
Potiretama,25834,4215.05,31357,5095.41,29160,4717.67,32182,5126.15
Quiterianópolis,71732,3601.38,101120,5045.38,103064,5112.8,100422,4897.45
Quixadá,575272,7136.93,614537,7545.43,683992,8315.2,729507,8685.65
Quixelô,74015,4934.32,84135,5625.85,84880,5692.47,89883,5973.88
Quixeramobim,458891,6381.29,523233,7180.76,554735,7515.52,599777,7937.23
Quixeré,129540,6669.75,194582,9923.59,285587,13723.54,490028,23069.93
Redenção,157346,5954.88,177990,6706.49,175277,6574.54,199193,7353.56
Reriutaba,88508,4548.21,105973,5486.56,108978,5682.16,119660,6206.1
Russas,576469,8248,642134,9070.46,733569,10227.8,771205,10501.73
Saboeiro,53562,3399.9,68925,4385.66,64269,4098.51,71984,4545.9
Salitre,57989,3752.59,76057,4884.53,74561,4753.98,92713,5803.29
Santa Quitéria,226999,5308.79,259527,6064.71,266520,6223.9,299537,6908.45
Santana do Acaraú,110873,3698.6,126674,4189.77,132973,4358.05,149319,4796.17
Santana do Cariri,71623,4168.72,86533,5032.43,82922,4815.75,93706,5371.54
São Benedito,236947,5362.5,261078,5866.01,337993,7540.29,344348,7542.73
São Gonçalo do Amarante,518336,11794.58,591288,13279.61,484648,10736.32,776797,16796.71
São João do Jaguaribe,52905,6695.11,48348,6164.49,54901,7049.46,72660,9280.91
São Luís do Curu,57154,4633.12,67063,5409.6,68029,5460.26,74996,5922.48
Senador Pompeu,138059,5210.94,177481,6716.39,168364,6381.78,208066,7805.61
Senador Sá,25245,3684.27,32307,4649.76,31609,4489.3,33336,4623.58
Sobral,2559608,13595.34,3522517,18469.18,2993075,15497.4,3387605,17138.29
Solonópole,77196,4371.97,89805,5068.59,86704,4879.79,100591,5580.64
Tabuleiro do Norte,181276,6205.95,187466,6383.79,201620,6829.47,233017,7762.56
Tamboril,98946,3887.08,126060,4958.32,117006,4607.1,127171,4953.12
Tarrafas,32319,3627.29,47133,5303.56,43035,4854.51,48264,5393.25
Tauá,273583,4906.88,337238,6020.27,339389,6027.47,389676,6807.04
Tejuçuoca,52160,3098.13,64851,3796.65,66959,3795.24,73306,4053.87
Tianguá,473314,6869.48,526542,7551.91,545500,7734.62,671449,9311.46
Trairi,263971,5132.44,314021,6044.44,379082,7225.57,627683,11719.02
Tururu,48117,3337.96,51158,3496.3,60303,4061.38,68082,4472.02
Ubajara,200815,6316.51,226327,7040.14,237376,7304.77,274762,8274.73
Umari,27192,3603.94,33291,4407.08,32128,4248.55,36340,4744.17
Umirim,64820,3446.6,78945,4173.9,79172,4161.93,88507,4574.24
Uruburetama,185896,9405.29,197262,9847.85,235202,11592.56,228921,11022.79
Uruoca,47453,3680.25,56687,4363.57,60312,4605.38,65913,4938.07
Varjota,99337,5649.29,113070,6398.98,125830,7091.02,132592,7356.42
Várzea Alegre,168614,4386.19,186195,4811.49,195069,5007.94,222168,5603.1
Viçosa do Ceará,220763,4016.73,245775,4413.51,248155,4400.38,291366,5048
   Rio Grande do Norte,36184782,11421.48,41002010,12818.51,46384742,14368.62,51445700,15247.87
Acari,71585,6487.1,80173,7272.58,91550,8313.63,99065,8724.38
Açu,425484,7991.06,576216,10743.08,653504,12094.98,742559,13176.68
Afonso Bezerra,48652,4472.08,51082,4711.03,58419,5388.68,64684,5780.03
Água Nova,15022,5034.06,16451,5476.22,18397,6079.5,20235,6411.45
Alexandria,63090,4682.02,69121,5124.98,74696,5546.59,90046,6488.37
Almino Afonso,19926,4083.11,25799,5322.71,27859,5776.31,30490,6165.88
Alto do Rodrigues,297543,24178.66,375426,29983.7,437488,34369.37,454400,33809.49
Angicos,62186,5382.7,69036,5980.22,80918,7013.18,90945,7639.24
Antônio Martins,29499,4270.83,33343,4819,35100,5064.93,40461,5641.52
Apodi,371562,10684.13,484755,13926.13,515501,14791.16,518441,14381.55
Areia Branca,743044,29412.35,851629,33359.26,958650,37249.39,897179,33392.09
Arês,177143,13699.13,235687,18064.49,278979,21189.32,220097,15990.78
Augusto Severo,42685,4595.19,53565,5753.45,52965,5676.8,78053,8079.99
Baía Formosa,132039,15408.89,119309,13823.3,134827,15520.57,113839,12581.65
Baraúna,309662,12802.85,345894,14068.75,548959,21978.59,585149,22209.33
Barcelona,19006,4803.01,22240,5634.67,24012,6088.31,26609,6542.59
Bento Fernandes,25789,5046.68,30202,5870.21,30911,5973.08,34593,6423.91
Bodó,16849,6948.11,22579,9411.88,21117,8898.72,51286,21262.65
Bom Jesus,40038,4244.95,45309,4767.36,48352,5054.6,54243,5443.34
Brejinho,52336,4520.67,65740,5630.8,81132,6893.68,99834,8125.85
Caiçara do Norte,31651,5261.12,33729,5593.47,42483,7030.2,46308,7401.03
Caiçara do Rio do Vento,16381,4958.01,18724,5602.74,22063,6537.04,25570,7241.46
Caicó,581857,9276.02,643614,10192.15,754402,11867.07,786585,11873.7
Campo Redondo,43904,4276.59,47291,4570.11,54677,5243.75,57453,5281.14
Canguaretama,227113,7349.95,272997,8745.43,345624,10970.1,385855,11712.11
Caraúbas,174533,8912.93,242820,12366.7,245044,12443.84,271936,13321.04
Carnaúba dos Dantas,86516,11645.73,83149,11093.92,92091,12183,66568,8430.65
Carnaubais,86271,8825.66,185969,18817.08,230959,23095.93,194323,18522.87
Ceará-Mirim,371667,5478.26,408954,5963.17,488406,7077.84,557151,7753.72
Cerro Corá,54828,5022.7,58234,5331.78,58942,5393.7,72394,6411.05
Coronel Ezequiel,24963,4618.44,26402,4884.76,27884,5158.91,33884,6072.38
Coronel João Pessoa,22750,4765.37,25418,5319.76,27589,5768.07,30262,6118.45
Cruzeta,64155,8051.59,74239,9333.52,80752,10167.66,76598,9361.78
Currais Novos,335989,7874.5,374040,8740.28,448705,10451.05,517404,11619.74
Doutor Severiano,26373,4060.44,32054,4940.55,36692,5276.41,42594,5934.01
Encanto,21785,4167.05,25086,4764.69,26967,5090.94,31704,5748.6
Equador,50224,8626.58,57930,9927.97,58308,9973.93,48232,7966.98
Espírito Santo,36955,3526.25,41134,3933.61,44575,4270.04,50928,4736.12
Extremoz,185055,7537.88,231317,9270.11,266034,10505.23,294340,11033.48
Felipe Guerra,63845,11134.44,76524,13308.5,100817,17487.79,106969,17908.79
Fernando Pedroza,13719,4813.64,15780,5498.16,17462,6052.71,21339,7113.03
Florânia,40643,4536.57,50537,5641.53,56507,6308.74,61321,6632.85
Francisco Dantas,14453,5028.82,17615,6152.56,18669,6546.06,25097,8568.62
Frutuoso Gomes,21490,5076.8,23021,5472.12,24649,5895.57,28149,6576.77
Galinhos,90724,42197.14,77066,34667.75,71014,31091.87,56255,22998.94
Goianinha,159504,7099.49,169994,7439.24,191232,8239.56,217471,8885.07
Governador Dix-Sept Rosado,189212,15292.3,288597,23234.59,297056,23831.19,262586,20301.97
Grossos,228170,24291.5,277169,29234.12,237928,24872.28,228798,22884.33
Guamaré,631524,50802.31,245576,19289.62,11072,848.6,52826,3794.42
Ielmo Marinho,63069,5174.64,64878,5266.5,83375,6690.31,87056,6660.72
Ipanguaçu,81090,5852.79,101105,7219.2,106549,7531.01,111031,7494.98
Ipueira,13175,6352.53,14619,6991.32,15773,7496.55,18061,8247.23
Itajá,40964,5892.38,52654,7538.09,56984,8098.86,57286,7808.92
Itaú,28843,5180.13,34187,6119.05,42907,7649.72,38014,6529.44
Jaçanã,33108,4177.61,41724,5189.61,41373,5076.39,48621,5671.46
Jandaíra,30749,4524.61,37567,5508.4,42528,6219.41,42948,6060.92
Janduís,28326,5294.58,33240,6241.05,35303,6652.16,40756,7474.07
Januário Cicco,39682,4404.68,44711,4906.34,47384,5144.28,50153,5196.65
Japi,24715,4475.8,28403,5201.03,27103,5018.19,32268,5877.56
Jardim de Angicos,14349,5504.18,16095,6183.15,17100,6581.81,20317,7592.3
Jardim de Piranhas,98933,7322.44,130386,9571.03,150063,10925.59,332756,23201.48
Jardim do Seridó,96359,7953.66,86903,7170.82,95607,7885.76,111401,8893.59
João Câmara,164579,5110.68,197022,6070.43,250305,7659.96,387062,11365.13
João Dias,12366,4754.23,13863,5327.99,14505,5574.5,17541,6528.19
José da Penha,28770,4902.93,33984,5794.4,31613,5392.8,35186,5816.86
Jucurutu,91321,5161.71,107167,6047.47,112950,6363.73,130159,7086.95
Jundiá,17595,4907.86,19611,5433.94,20206,5558.82,25426,6708.74
Lagoa d'Anta,27401,4399.67,31933,5090.59,35878,5678.67,38841,5896.67
Lagoa de Pedras,32134,4595.88,34444,4896.07,37364,5278.21,44594,6049.05
Lagoa de Velhos,16316,6101.87,19206,7193.31,20709,7753.16,24256,8791.41
Lagoa Nova,60137,4298.55,85819,6073.09,107285,7516.13,300112,20085.14
Lagoa Salgada,35646,4711.99,41219,5407.2,44721,5823.76,58666,7325.04
Lajes,49353,4752.3,57823,5529.58,69671,6616.39,74800,6814.22
Lajes Pintadas,22346,4843.13,26037,5637.02,29158,6304.36,31718,6629.93
Lucrécia,17641,4855.66,24114,6579.56,26473,7162.67,32199,8341.68
Luís Gomes,44412,4620.44,47935,4969.37,52234,5396.64,54573,5434.44
Macaíba,812548,11684.94,940411,13322.72,1081149,15085.1,1152858,15259.94
Macau,651668,22491.49,777746,26631.49,935515,31770.52,924703,30072.61
Major Sales,16044,4537.34,18154,5068.22,19567,5397.92,22580,5934.31
Marcelino Vieira,38375,4643.12,44075,5337.83,48724,5906.6,51625,6069.27
Martins,35502,4314.72,40744,4935.12,44165,5325.58,50359,5845.53
Maxaranguape,54008,5172.19,59847,5630.53,65440,6053.64,82856,7255.94
Messias Targino,21302,5086.43,30167,7140.04,35570,8351.62,36180,8133.99
Montanhas,45136,3953.05,52428,4610.29,58048,5122.01,66446,5706.48
Monte Alegre,96939,4689.84,104532,5019.54,118178,5638.51,148716,6811.5
Monte das Gameleiras,13255,5849.34,14594,6515.33,15083,6797.33,18350,8115.91
Mossoró,4530192,17431.46,5308469,20157.93,6062219,22725.54,6538346,23325.08
Natal,14130132,17578.92,15519413,19141.34,17666580,21608.12,19992607,23412.52
Nísia Floresta,168158,7060.11,184287,7631.25,218244,8907.57,260532,10098.16
Nova Cruz,229348,6453.06,224771,6310.6,249531,6981.65,324590,8754.02
Olho-d'Água do Borges,21702,5045.87,26402,6164.3,26462,6197.28,30903,7037.77
Ouro Branco,26717,5685.62,29821,6342.21,33177,7052.94,35908,7388.5
Paraná,18271,4623.28,20324,5110.39,21017,5252.95,26106,6267.99
Paraú,21048,5450.13,22625,5888.95,24405,6382.02,31813,8107.3
Parazinho,21271,4390.23,90955,18619.16,322523,65500.27,181113,35242.94
Parelhas,202145,9934.88,209856,10269.94,223229,10883.37,215453,10120.87
Parnamirim,2191841,10828.56,2597433,12462.13,2948677,13766.06,3329756,14514.18
Passa e Fica,49310,4437.94,67264,5945.76,74037,6427.41,77769,6380.82
Passagem,15640,5394.97,18060,6206.32,19424,6640.65,23989,7891.22
Patu,52746,4408.72,61158,5085.86,69017,5711.46,79996,6368.63
Pau dos Ferros,242028,8727.07,258254,9231.59,278274,9868.92,318369,10817.84
Pedra Grande,23413,6649.65,30546,8770.02,42025,12191.73,38257,10914.84
Pedra Preta,14520,5621.42,17462,6792.04,17653,6917.36,19234,7377.66
Pedro Avelino,31973,4460.48,36704,5164.48,38361,5445.08,42443,5906.31
Pedro Velho,67178,4758.02,72438,5115.65,76218,5365.98,89826,6098.6
Pendências,199358,14837.64,271249,19962.41,325927,23722.79,365884,25405.08
Pilões,21439,6208.66,19290,5530.34,20891,5931.58,22848,6203.55
Poço Branco,54277,3891.66,62139,4413.62,69072,4862.83,80189,5401.78
Portalegre,36886,5054.91,38730,5258.69,44069,5949.66,46024,5970.88
Porto do Mangue,200691,38468.7,283699,53467.58,273265,50679.67,236565,41582.94
Presidente Juscelino,42224,4812.36,45752,5138.34,51054,5650.71,55728,5856.81
Pureza,44919,5327.18,51131,5989.3,53109,6143.33,64366,7087.98
Rafael Fernandes,23114,4926.36,24753,5236.51,26606,5589.41,30809,6210.19
Rafael Godeiro,14819,4826.91,16408,5341.14,18512,6010.34,20875,6541.73
Riacho da Cruz,14602,4613.63,17044,5319.75,19045,5876.18,21775,6406.22
Riacho de Santana,20982,5047.44,23232,5593.97,24915,6003.65,26884,6281.21
Riachuelo,32257,4564.43,40265,5617.3,43387,5972,44265,5793.89
Rio do Fogo,62899,6252.39,73300,7240.2,83609,8207.4,92543,8724.75
Rodolfo Fernandes,21772,4929.16,24958,5652.89,25517,5784.79,30005,6595.96
Ruy Barbosa,17754,4938.57,21860,6090.93,22355,6240.96,24083,6528.43
Santa Cruz,179442,5018.08,214921,5946.4,245287,6724.44,261921,6866.99
Santa Maria,22738,4774.9,26245,5424.82,27488,5597.3,32262,6235.33
Santana do Matos,58600,4247.02,68227,5001.28,86008,6379.94,100283,7326.32
Santana do Seridó,25995,10290.86,29561,11647.22,41416,16248.08,37090,14012.15
Santo Antônio,100069,4504.77,113178,5057.58,123057,5460.72,164767,7013.77
São Bento do Norte,26133,8787.24,31686,10759.19,36002,12350.5,37277,12563.92
São Bento do Trairí,18011,4607.51,22145,5597.84,22423,5598.73,26503,6302.67
São Fernando,24469,7194.74,70520,20656.03,37695,10999.53,38730,10891.32
São Francisco do Oeste,18947,4890.74,19586,5015.61,21610,5493.1,28219,6877.66
São Gonçalo do Amarante,933145,10640.2,990084,11118.92,968729,10718.88,1103654,11590.81
São João do Sabugi,29811,5040.74,33844,5697.72,36840,6185.37,44884,7269.88
São José de Mipibu,320855,8067.55,392437,9774.28,421880,10413.96,524026,12375.15
São José do Campestre,53156,4301.03,59529,4806.51,68018,5479.54,68167,5302.32
São José do Seridó,29470,6965.25,33066,7750.99,36506,8489.68,49752,11085.58
São Miguel,116208,5244.29,130172,5833.63,142237,6467.06,157182,6857.54
São Miguel do Gostoso,44697,5161.9,52695,6019.49,57721,6533.17,64229,6953.43
São Paulo do Potengi,114328,7205.82,115297,7206.53,128454,7954.32,120946,7161.64
São Pedro,29164,4686.52,36016,5814.66,37149,6036.63,38977,6190.79
São Rafael,40317,4973.7,43205,5330.63,48574,5998.27,57822,6923.96
São Tomé,44884,4129.95,51676,4771.54,56032,5172.81,67238,6010.4
São Vicente,26955,4470.08,32959,5439.65,40236,6609.03,43871,6932.88
Senador Elói de Souza,24535,4346.25,28101,4943.86,30927,5398.31,33184,5549.2
Senador Georgino Avelino,46455,11838.64,48023,12090.33,59214,14737.29,81935,19438.87
Serra de São Bento,22118,3849.24,24686,4305.26,27020,4720.47,31318,5311.73
Serra do Mel,78901,7674.43,122498,11727.94,122591,11568.46,115136,10317.76
Serra Negra do Norte,44819,5768.18,65195,8371.16,87554,11217.64,62695,7756.44
Serrinha,32088,4875.84,36115,5530.55,39218,6052.11,44530,6726.64
Serrinha dos Pintos,19999,4406.97,22557,4947.74,23649,5166.88,27217,5727.39
Severiano Melo,30174,5245.85,35011,6035.35,34364,5876.25,38788,8298.69
Sítio Novo,23250,4631.46,25533,5042.15,27496,5384.02,31175,5845.77
Taboleiro Grande,12959,5592.82,15227,6507.14,16848,7135.93,19458,7883.95
Taipu,76134,6432.41,85861,7239.55,93677,7883.25,105754,8597.22
Tangará,71015,5009.9,82562,5760.28,93755,6472.12,103140,6796.73
Tenente Ananias,46388,4680.45,57740,5796.66,73867,7360.17,69673,6655.79
Tenente Laurentino Cruz,26601,4920.68,33543,6117.65,36073,6491.43,39561,6770.71
Tibau,37869,10270.87,47341,12709.06,46829,12451.17,52498,13341.25
Tibau do Sul,118938,10431.32,132304,11342,154675,12959.74,187934,14788.6
Timbaúba dos Batistas,14091,6139.81,14647,6357,16649,7200.93,21093,8795.99
Touros,200510,6452.24,214555,6846.93,252980,8012.28,296224,8992.28
Triunfo Potiguar,17669,5249.27,19535,5836.69,20571,6183.16,30618,8989.41
Umarizal,53392,5004.43,59831,5630.63,63059,5952.33,79333,7282.92
Upanema,87848,6765.38,114307,8695.16,132086,9935.01,149937,10756.67
Várzea,25826,4940.84,27397,5214.54,29398,5577.24,37461,6852.17
Venha-Ver,16074,4206.81,19259,4999.84,21036,5418.75,23781,5871.76
Vera Cruz,48088,4483.77,54345,4991.26,62379,5644.65,73576,6318.81
Viçosa,9217,5696.24,10901,6704.35,11970,7329.78,12316,7262
Vila Flor,19259,6705.74,19952,6882.27,22599,7728.82,26134,8551.75
   Paraíba,33524558,8899.93,37118004,9790.27,42473891,11132.89,46325355,11834.54
Água Branca,40261,4260.87,44679,4687.25,48067,5001.24,55098,5569.35
Aguiar,25829,4670.66,29012,5253.84,31554,5722.58,35306,6320.44
Alagoa Grande,138940,4878.17,164448,5784.91,173029,6097.93,195591,6807.21
Alagoa Nova,140032,7113.27,177857,8998.13,167950,8461.4,237992,11727.2
Alagoinha,55893,4116.72,63960,4682.3,72358,5266.22,71876,5101.91
Alcantil,24424,4662.01,26133,4967.23,27619,5228.93,31105,5762.4
Algodão de Jandaíra,13798,5831.69,16619,6985.55,17484,7315.48,18532,7576.6
Alhandra,238716,13261.26,252173,13880.05,371550,20276.68,599890,31794.04
Amparo,10654,5102.35,12152,5775.74,13732,6480.38,16228,7457.77
Aparecida,35090,4571.42,41182,5309.72,49264,6290.05,54140,6699.73
Araçagi,83077,4823.3,92368,5383.39,102934,6021.97,116707,6764.83
Arara,51860,4098.64,58833,4618.67,64258,5012.31,72526,5512.36
Araruna,86134,4560.73,97968,5141.58,104784,5492.95,116263,5915.76
Areia,122916,5156.54,133866,5659.57,143381,6129.74,165409,7047.08
Areia de Baraúnas,10041,5210.63,11470,5992.59,12694,6677.53,14507,7603.11
Areial,26533,4100.91,30250,4650.91,34143,5223.87,40293,5908.87
Aroeiras,79109,4144.24,88675,4655.09,94173,4952.32,107048,5558.33
Assunção,18901,5366.6,21775,6106.17,24020,6659.38,25943,6951.55
Baía da Traição,41478,5180.26,48585,5976.06,52282,6342.54,59150,6909.21
Bananeiras,119327,5460.21,130037,5964.74,137397,6316.25,165132,7501.93
Baraúna,20933,4958.13,23973,5573.79,24470,5588.12,27655,6042.14
Barra de Santa Rosa,69420,4902.57,74185,5192.51,83435,5788.87,96969,6531.23
Barra de Santana,34764,4236.91,38320,4674.34,39618,4836.83,46628,5614.49
Barra de São Miguel,26520,4726.43,29569,5237.25,30838,5430.18,35040,6016.48
Bayeux,806162,8081.18,833908,8327.68,911653,9067.3,939769,9871.94
Belém,81060,4745.07,95154,5554.5,107947,6288.07,121939,6969.95
Belém do Brejo do Cruz,30829,4315.98,35388,4946.62,38444,5367.04,43662,5988.5
Bernardino Batista,13661,4442.72,15929,5113.78,18125,5748.59,19902,6093.69
Boa Ventura,23823,4142.39,26055,4581.44,27642,4914.06,30486,5436.09
Boa Vista,102841,16523.37,97848,15474.99,102985,16053.84,118324,17742.41
Bom Jesus,11600,4835.41,14108,5839.48,14693,6041.65,18311,7338.93
Bom Sucesso,22618,4490.41,25704,5124.47,28318,5665.87,29858,5919.46
Bonito de Santa Fé,49133,4546.8,57854,5295.6,62013,5616.09,68342,5990.19
Boqueirão,99307,5879.97,113109,6666.38,130453,7654.34,137673,7896.8
Borborema,37311,7300.17,33857,6585.6,39363,7615.18,46738,8823.4
Brejo do Cruz,60855,4637.27,65807,4977.84,73111,5491.69,84583,6184.75
Brejo dos Santos,29354,4736.85,32963,5301.23,38227,6130.06,40371,6343.66
Caaporã,280949,13797.02,354995,17308.39,371618,17993.43,414685,19549.56
Cabaceiras,28972,5754.06,28802,5655.27,32499,6312.85,35197,6617.25
Cabedelo,1563700,26994.79,1602689,27116.42,2100882,34883.31,2078719,32977.22
Cachoeira dos Índios,59485,6231.42,64101,6665.36,69314,7156.84,78710,7910.56
Cacimba de Areia,16949,4765.05,19283,5395.29,20416,5686.85,23885,6502.94
Cacimba de Dentro,71220,4250.68,75753,4524.43,84269,4990.78,91264,5324.29
Cacimbas,27911,4096.18,31070,4537.72,33074,4809.36,36435,5179.11
Caiçara,34723,4809.29,41715,5784.17,45576,6325.64,50450,6907.18
Cajazeiras,545405,9333.21,600956,10221.38,683167,11553.65,769061,12688.26
Cajazeirinhas,17490,5766.52,19570,6420.55,20566,6718.87,24066,7686.37
Caldas Brandão,32288,5727.87,32427,5715.02,43380,7597.24,46600,7953.62
Camalaú,28814,5012.04,32130,5567.54,34544,5963.11,38974,6586.81
Campina Grande,4966901,12891.8,5619163,14495.68,6247032,16018.24,6538929,16347.24
Capim,27288,4872.03,33017,5781.3,36721,6313.86,41679,6852.87
Caraúbas,19549,5013.95,22187,5652.68,23053,5834.75,25242,6226.47
Carrapateira,12738,5356.45,14889,6178.19,16602,6801.24,19453,7691.78
Casserengue,33240,4709.57,36182,5098.91,38931,5458.59,42534,5823.42
Catingueira,22179,4609.06,24542,5094.94,29225,6060.78,33679,6866.24
Catolé do Rocha,179199,6229.54,195028,6743.24,228269,7849.97,253458,8507.03
Caturité,33290,7323.03,36154,7909.44,46745,10166.45,47834,10147.32
Conceição,89215,4857.62,99113,5387.45,104597,5675.67,114573,6104.35
Condado,34152,5184.71,37401,5674.52,36659,5556.01,41457,6177.5
Conde,319588,14921.46,396006,18179.6,430152,19416.45,550884,23832.3
Congo,27987,5964.84,28450,6066.2,33351,7108.13,38753,8124.25
Coremas,73065,4823.06,83239,5493.97,89840,5929.24,101940,6623.37
Coxixola,11059,6244.61,11769,6586.06,12578,6979.8,12882,6940.62
Cruz do Espírito Santo,81681,5024.35,88818,5496.83,94089,5766.34,106616,6332.63
Cubati,34421,5011.85,37495,5431.68,41373,5962.35,45559,6411.33
Cuité,99190,4971.94,108651,5437.71,122299,6120.15,138319,6814.1
Cuité de Mamanguape,32615,5262.13,37445,6031.72,42015,6761.29,47294,7482.04
Cuitegi,29847,4332.55,32857,4788.97,33271,4868.45,39575,5739.72
Curral de Cima,25353,4862.58,29397,5652.19,33138,6382.52,36996,7034.79
Curral Velho,11514,4596.22,13417,5364.79,13470,5394.58,16770,6630.93
Damião,20842,4253.45,23159,4682.43,25440,5098.17,30369,5906.11
Desterro,35740,4472.56,38875,4850.86,40686,5063.55,44861,5473.48
Diamante,29204,4414.08,33057,5014,36234,5514.25,41236,6213.99
Dona Inês,45467,4323.2,49252,4700.93,53989,5172.38,59371,5635.55
